employee_id,site_id,shift,date,expected
E01514,SITE4,S3,1781395200000,1
E90610,SITE2,S2,1781395200000,1
E03525,SITE1,S2,1781395200000,1
E00883,SITE4,S2,1781395200000,1
E00069,SITE1,S3,1781395200000,1
E02504,SITE1,S3,1781395200000,1
E02644,SITE2,S2,1781395200000,1
E03695,SITE1,S2,1781395200000,1
E02911,SITE4,S2,1781395200000,1
E00843,SITE3,S2,1781395200000,1
E03084,SITE4,S3,1781395200000,1
E02608,SITE3,S2,1781395200000,1
E00736,SITE3,S1,1781395200000,1
E02819,SITE2,S1,1781395200000,1
E01869,SITE1,S1,1781395200000,1
E02077,SITE2,S2,1781395200000,1
E01633,SITE4,S3,1781395200000,1
E03932,SITE2,S2,1781395200000,1
E02817,SITE1,S3,1781395200000,1
E02692,SITE1,S1,1781395200000,1
E90009,SITE1,S3,1781395200000,1
E02186,SITE1,S2,1781395200000,1
E02758,SITE2,S1,1781395200000,1
E02657,SITE3,S2,1781395200000,1
E01376,SITE4,S2,1781395200000,1
E02009,SITE1,S1,1781395200000,1
E00217,SITE2,S3,1781395200000,1
E03487,SITE2,S1,1781395200000,1
E01680,SITE2,S2,1781395200000,1
E02784,SITE2,S1,1781395200000,1
E00766,SITE4,S1,1781395200000,1
E02548,SITE4,S2,1781395200000,1
E02491,SITE2,S2,1781395200000,1
E03985,SITE2,S1,1781395200000,1
E02188,SITE2,S3,1781395200000,1
E03052,SITE1,S2,1781481600000,1
E00088,SITE1,S1,1781481600000,1
E01007,SITE3,S3,1781481600000,1
E03926,SITE1,S3,1781481600000,1
E01220,SITE2,S2,1781481600000,1
E02761,SITE1,S3,1781481600000,1
E00220,SITE1,S3,1781481600000,1
E03797,SITE4,S2,1781481600000,1
E03825,SITE2,S3,1781481600000,1
E02775,SITE4,S1,1781481600000,1
E02926,SITE1,S3,1781481600000,1
E02867,SITE3,S3,1781481600000,1
E02332,SITE4,S1,1781481600000,1
E02702,SITE4,S2,1781481600000,1
E02301,SITE3,S2,1781481600000,1
E02577,SITE1,S2,1781481600000,1
E03052,SITE3,S2,1781481600000,1
E03123,SITE4,S3,1781481600000,1
E01179,SITE2,S3,1781481600000,1
E02136,SITE2,S2,1781481600000,1
E01280,SITE1,S3,1781481600000,1
E02850,SITE3,S1,1781481600000,1
E00160,SITE3,S3,1781481600000,1
E03101,SITE3,S1,1781481600000,1
E02583,SITE3,S2,1781481600000,1
E00773,SITE3,S3,1781481600000,1
E01281,SITE3,S2,1781481600000,1
E00078,SITE2,S3,1781481600000,1
E01198,SITE1,S1,1781481600000,1
E02223,SITE1,S2,1781481600000,1
E01405,SITE2,S1,1781481600000,1
E03802,SITE2,S2,1781481600000,1
E01284,SITE1,S2,1781481600000,1
E01752,SITE1,S1,1781481600000,1
E02451,SITE4,S1,1781481600000,1
E02749,SITE3,S3,1781481600000,1
E03261,SITE1,S3,1781481600000,1
E01073,SITE1,S2,1781481600000,1
E03794,SITE1,S2,1781481600000,1
E01834,SITE1,S1,1781481600000,1
E01505,SITE4,S2,1781568000000,1
E02952,SITE3,S3,1781568000000,1
E00014,SITE2,S2,1781568000000,1
E02130,SITE2,S2,1781568000000,1
E02881,SITE3,S2,1781568000000,1
E02838,SITE1,S3,1781568000000,1
E00876,SITE4,S2,1781568000000,1
E90793,SITE4,S2,1781568000000,1
E02965,SITE3,S2,1781568000000,1
E02724,SITE4,S2,1781568000000,1
E02938,SITE1,S2,1781568000000,1
E00313,SITE3,S2,1781568000000,1
E00772,SITE1,S1,1781568000000,1
E00990,SITE3,S2,1781568000000,1
E90574,SITE3,S1,1781568000000,1
E02903,SITE2,S2,1781568000000,1
E00289,SITE4,S3,1781568000000,1
E03982,SITE2,S2,1781568000000,1
E01353,SITE3,S3,1781568000000,1
E00226,SITE1,S2,1781568000000,1
E03534,SITE4,S1,1781568000000,1
E01401,SITE1,S3,1781568000000,1
E00520,SITE2,S1,1781568000000,1
E03042,SITE4,S1,1781568000000,1
E01823,SITE1,S1,1781568000000,1
E01271,SITE1,S2,1781568000000,1
E03638,SITE2,S2,1781568000000,1
E00733,SITE1,S2,1781568000000,1
E03070,SITE3,S2,1781568000000,1
E01677,SITE2,S1,1781568000000,1
E03057,SITE3,S2,1781568000000,1
E01598,SITE4,S3,1781568000000,1
E90134,SITE3,S3,1781568000000,1
E03846,SITE3,S3,1781568000000,1
E03335,SITE2,S2,1781568000000,1
E03775,SITE3,S3,1781568000000,1
E02446,SITE2,S3,1781568000000,1
E01263,SITE2,S3,1781568000000,1
E03181,SITE2,S3,1781568000000,1
E02998,SITE2,S2,1781568000000,1
E02084,SITE2,S3,1781654400000,1
E02576,SITE3,S2,1781654400000,1
E01036,SITE1,S3,1781654400000,1
E02269,SITE1,S1,1781654400000,1
E01682,SITE4,S1,1781654400000,1
E00006,SITE2,S3,1781654400000,1
E01879,SITE1,S2,1781654400000,1
E00378,SITE4,S3,1781654400000,1
E00641,SITE1,S1,1781654400000,1
E01054,SITE3,S3,1781654400000,1
E03773,SITE3,S2,1781654400000,1
E02445,SITE4,S3,1781654400000,1
E03961,SITE3,S1,1781654400000,1
E01837,SITE2,S1,1781654400000,1
E01751,SITE4,S2,1781654400000,1
E02360,SITE1,S1,1781654400000,1
E03618,SITE4,S1,1781654400000,1
E03340,SITE4,S1,1781654400000,1
E03998,SITE4,S1,1781654400000,1
E00906,SITE4,S2,1781654400000,1
E01834,SITE1,S2,1781654400000,1
E03056,SITE3,S3,1781654400000,1
E01917,SITE3,S1,1781654400000,1
E03173,SITE1,S1,1781654400000,1
E00515,SITE1,S2,1781654400000,1
E01477,SITE3,S1,1781654400000,1
E03902,SITE4,S1,1781654400000,1
E01038,SITE3,S3,1781654400000,1
E03207,SITE2,S2,1781654400000,1
E00619,SITE3,S3,1781654400000,1
E02627,SITE4,S3,1781654400000,1
E00979,SITE1,S1,1781654400000,1
E03675,SITE4,S2,1781654400000,1
E03114,SITE2,S1,1781654400000,1
E03795,SITE4,S1,1781654400000,1
E02487,SITE4,S3,1781654400000,1
E00462,SITE1,S3,1781654400000,1
E02224,SITE1,S2,1781654400000,1
E01871,SITE1,S1,1781654400000,1
E02458,SITE2,S1,1781654400000,1
E03932,SITE1,S3,1781740800000,1
E02058,SITE4,S3,1781740800000,1
E00768,SITE1,S1,1781740800000,1
E02436,SITE2,S3,1781740800000,1
E03090,SITE3,S1,1781740800000,1
E90607,SITE1,S2,1781740800000,1
E00686,SITE4,S3,1781740800000,1
E03729,SITE3,S3,1781740800000,1
E90992,SITE2,S1,1781740800000,1
E03625,SITE4,S3,1781740800000,1
E00175,SITE4,S1,1781740800000,1
E90295,SITE4,S3,1781740800000,1
E90022,SITE2,S3,1781740800000,1
E00973,SITE4,S2,1781740800000,1
E03737,SITE3,S3,1781740800000,1
E02835,SITE4,S2,1781740800000,1
E01340,SITE1,S1,1781740800000,1
E01531,SITE2,S1,1781740800000,1
E02102,SITE4,S2,1781740800000,1
E02867,SITE4,S2,1781740800000,1
E01458,SITE1,S3,1781740800000,1
E02080,SITE4,S3,1781740800000,1
E00916,SITE4,S3,1781740800000,1
E01789,SITE2,S1,1781740800000,1
E03424,SITE3,S2,1781740800000,1
E01927,SITE3,S3,1781740800000,1
E03702,SITE1,S3,1781740800000,1
E01692,SITE4,S2,1781740800000,1
E03227,SITE3,S1,1781740800000,1
E01423,SITE2,S1,1781740800000,1
E03177,SITE4,S2,1781740800000,1
E00555,SITE2,S3,1781740800000,1
E00468,SITE3,S1,1781740800000,1
E00646,SITE1,S3,1781740800000,1
E03286,SITE1,S3,1781740800000,1
E03867,SITE4,S3,1781740800000,1
E00542,SITE2,S1,1781740800000,1
E02339,SITE1,S1,1781740800000,1
E01361,SITE1,S3,1781740800000,1
E03488,SITE2,S3,1781740800000,1
E02252,SITE4,S2,1781827200000,1
E00514,SITE1,S2,1781827200000,1
E90764,SITE3,S2,1781827200000,1
E01273,SITE4,S1,1781827200000,1
E03253,SITE1,S2,1781827200000,1
E02170,SITE2,S2,1781827200000,1
E02603,SITE3,S3,1781827200000,1
E00541,SITE3,S2,1781827200000,1
E01909,SITE2,S1,1781827200000,1
E02105,SITE1,S2,1781827200000,1
E02548,SITE2,S1,1781827200000,1
E00193,SITE2,S3,1781827200000,1
E01297,SITE4,S2,1781827200000,1
E90136,SITE3,S1,1781827200000,1
E01762,SITE1,S2,1781827200000,1
E02950,SITE2,S3,1781827200000,1
E03062,SITE4,S1,1781827200000,1
E00506,SITE1,S3,1781827200000,1
E00086,SITE1,S1,1781827200000,1
E01376,SITE1,S2,1781827200000,1
E01566,SITE2,S3,1781827200000,1
E02262,SITE3,S2,1781827200000,1
E03691,SITE2,S3,1781827200000,1
E00162,SITE2,S2,1781827200000,1
E03471,SITE4,S2,1781827200000,1
E03685,SITE2,S3,1781827200000,1
E01476,SITE1,S3,1781827200000,1
E02342,SITE3,S1,1781827200000,1
E00417,SITE3,S3,1781827200000,1
E02381,SITE3,S2,1781827200000,1
E00708,SITE4,S1,1781827200000,1
E03545,SITE1,S3,1781827200000,1
E03228,SITE3,S1,1781827200000,1
E02508,SITE3,S2,1781827200000,1
E00761,SITE3,S1,1781827200000,1
E90884,SITE4,S2,1781827200000,1
E01724,SITE2,S3,1781827200000,1
E01034,SITE1,S2,1781827200000,1
E02613,SITE1,S1,1781827200000,1
E03158,SITE3,S1,1781827200000,1
E03827,SITE1,S3,1781913600000,1
E01046,SITE1,S1,1781913600000,1
E02811,SITE3,S2,1781913600000,1
E02413,SITE2,S2,1781913600000,1
E00041,SITE1,S1,1781913600000,1
E01441,SITE4,S1,1781913600000,1
E01170,SITE2,S1,1781913600000,1
E01284,SITE1,S3,1781913600000,1
E02913,SITE3,S2,1781913600000,1
E03448,SITE1,S1,1781913600000,1
E03033,SITE3,S2,1781913600000,1
E00151,SITE2,S1,1781913600000,1
E02202,SITE4,S3,1781913600000,1
E03387,SITE3,S2,1781913600000,1
E01591,SITE1,S2,1781913600000,1
E02994,SITE2,S3,1781913600000,1
E03728,SITE2,S3,1781913600000,1
E00027,SITE3,S3,1781913600000,1
E02541,SITE3,S1,1781913600000,1
E00729,SITE4,S3,1781913600000,1
E03967,SITE4,S3,1781913600000,1
E00818,SITE3,S2,1781913600000,1
E03402,SITE3,S2,1781913600000,1
E02161,SITE3,S1,1781913600000,1
E03908,SITE1,S3,1781913600000,1
E02267,SITE3,S3,1781913600000,1
E02971,SITE2,S1,1781913600000,1
E01516,SITE4,S1,1781913600000,1
E03455,SITE3,S1,1781913600000,1
E01232,SITE2,S1,1781913600000,1
E03037,SITE1,S1,1781913600000,1
E02674,SITE3,S1,1781913600000,1
E02072,SITE3,S2,1781913600000,1
E03779,SITE3,S1,1781913600000,1
E03152,SITE1,S1,1781913600000,1
E02955,SITE1,S3,1781913600000,1
E01501,SITE1,S3,1781913600000,1
E00502,SITE4,S3,1781913600000,1
E90961,SITE4,S2,1781913600000,1
E03690,SITE1,S2,1781913600000,1
E00677,SITE2,S1,1782000000000,1
E00500,SITE3,S1,1782000000000,1
E01859,SITE4,S1,1782000000000,1
E03189,SITE4,S2,1782000000000,1
E02228,SITE2,S2,1782000000000,1
E01553,SITE4,S3,1782000000000,1
E01266,SITE1,S3,1782000000000,1
E00784,SITE4,S2,1782000000000,1
E00667,SITE3,S2,1782000000000,1
E00125,SITE1,S1,1782000000000,1
E02390,SITE3,S2,1782000000000,1
E01895,SITE2,S1,1782000000000,1
E00123,SITE1,S2,1782000000000,1
E00196,SITE1,S3,1782000000000,1
E02121,SITE1,S3,1782000000000,1
E02363,SITE3,S2,1782000000000,1
E00838,SITE2,S2,1782000000000,1
E00066,SITE1,S2,1782000000000,1
E01365,SITE2,S1,1782000000000,1
E00612,SITE1,S3,1782000000000,1
E03202,SITE3,S2,1782000000000,1
E01858,SITE2,S2,1782000000000,1
E02565,SITE4,S3,1782000000000,1
E01926,SITE3,S2,1782000000000,1
E90530,SITE3,S1,1782000000000,1
E02455,SITE3,S2,1782000000000,1
E03542,SITE2,S2,1782000000000,1
E02703,SITE4,S1,1782000000000,1
E02738,SITE2,S3,1782000000000,1
E00370,SITE3,S2,1782000000000,1
E02857,SITE3,S1,1782000000000,1
E03661,SITE2,S3,1782000000000,1
E90478,SITE4,S3,1782000000000,1
E03779,SITE2,S3,1782000000000,1
E01047,SITE4,S2,1782000000000,1
E01965,SITE4,S2,1782000000000,1
E03504,SITE1,S3,1782000000000,1
E00140,SITE3,S2,1782000000000,1
E02529,SITE2,S1,1782000000000,1
E03502,SITE3,S3,1782000000000,1
E03317,SITE3,S3,1782086400000,1
E00191,SITE4,S1,1782086400000,1
E02786,SITE1,S1,1782086400000,1
E01510,SITE3,S1,1782086400000,1
E01338,SITE1,S3,1782086400000,1
E02328,SITE1,S3,1782086400000,1
E03140,SITE3,S2,1782086400000,1
E00075,SITE3,S2,1782086400000,1
E02151,SITE2,S1,1782086400000,1
E02741,SITE2,S1,1782086400000,1
E90404,SITE4,S3,1782086400000,1
E90322,SITE3,S1,1782086400000,1
E02728,SITE4,S2,1782086400000,1
E01459,SITE4,S3,1782086400000,1
E03890,SITE4,S1,1782086400000,1
E03876,SITE1,S3,1782086400000,1
E01132,SITE3,S1,1782086400000,1
E03588,SITE1,S1,1782086400000,1
E03697,SITE3,S3,1782086400000,1
E02861,SITE1,S3,1782086400000,1
E01035,SITE4,S3,1782086400000,1
E00779,SITE4,S1,1782086400000,1
E00055,SITE2,S1,1782086400000,1
E02879,SITE1,S3,1782086400000,1
E02985,SITE3,S3,1782086400000,1
E02296,SITE4,S3,1782086400000,1
E01113,SITE3,S3,1782086400000,1
E90668,SITE4,S3,1782086400000,1
E01553,SITE2,S3,1782086400000,1
E01151,SITE2,S2,1782086400000,1
E03782,SITE2,S3,1782086400000,1
E01698,SITE3,S1,1782086400000,1
E01440,SITE2,S2,1782086400000,1
E01204,SITE4,S1,1782086400000,1
E02646,SITE1,S2,1782086400000,1
E00488,SITE3,S3,1782086400000,1
E03743,SITE3,S2,1782086400000,1
E02338,SITE4,S1,1782086400000,1
E02750,SITE4,S1,1782086400000,1
E02581,SITE2,S2,1782086400000,1
E00236,SITE3,S2,1782172800000,1
E00393,SITE1,S2,1782172800000,1
E03011,SITE4,S2,1782172800000,1
E02648,SITE2,S3,1782172800000,1
E00501,SITE3,S1,1782172800000,1
E01655,SITE1,S3,1782172800000,1
E01032,SITE4,S2,1782172800000,1
E00066,SITE4,S3,1782172800000,1
E01794,SITE1,S2,1782172800000,1
E02878,SITE1,S1,1782172800000,1
E01094,SITE3,S3,1782172800000,1
E01912,SITE3,S2,1782172800000,1
E01294,SITE4,S2,1782172800000,1
E00084,SITE3,S2,1782172800000,1
E03703,SITE2,S2,1782172800000,1
E02550,SITE3,S1,1782172800000,1
E00017,SITE3,S3,1782172800000,1
E00360,SITE3,S2,1782172800000,1
E03150,SITE2,S2,1782172800000,1
E00798,SITE2,S1,1782172800000,1
E00572,SITE1,S3,1782172800000,1
E02080,SITE2,S1,1782172800000,1
E00838,SITE3,S2,1782172800000,1
E02207,SITE4,S3,1782172800000,1
E01858,SITE1,S3,1782172800000,1
E03408,SITE3,S3,1782172800000,1
E03893,SITE2,S2,1782172800000,1
E00321,SITE4,S1,1782172800000,1
E00047,SITE1,S2,1782172800000,1
E01782,SITE2,S2,1782172800000,1
E00669,SITE4,S1,1782172800000,1
E03054,SITE3,S3,1782172800000,1
E90272,SITE3,S3,1782172800000,1
E01746,SITE1,S2,1782172800000,1
E01566,SITE2,S2,1782172800000,1
E03483,SITE2,S3,1782172800000,1
E02639,SITE1,S1,1782172800000,1
E03458,SITE3,S3,1782172800000,1
E00875,SITE3,S2,1782172800000,1
E02740,SITE3,S3,1782172800000,1
E00336,SITE1,S2,1782259200000,1
E90610,SITE1,S1,1782259200000,1
E02584,SITE1,S1,1782259200000,1
E02245,SITE1,S3,1782259200000,1
E03645,SITE4,S2,1782259200000,1
E03840,SITE4,S1,1782259200000,1
E02988,SITE4,S3,1782259200000,1
E01446,SITE4,S3,1782259200000,1
E01761,SITE2,S2,1782259200000,1
E03174,SITE3,S2,1782259200000,1
E01017,SITE3,S1,1782259200000,1
E02079,SITE2,S3,1782259200000,1
E03765,SITE1,S3,1782259200000,1
E00610,SITE3,S3,1782259200000,1
E02629,SITE1,S1,1782259200000,1
E00922,SITE4,S3,1782259200000,1
E03997,SITE4,S3,1782259200000,1
E02121,SITE2,S3,1782259200000,1
