trip_id,ts,lat,lng
T000002,1781946120000,12.916300,77.570300
T000002,1781946240000,12.921600,77.568400
T000002,1781946360000,12.920400,77.568600
T000002,1781946480000,12.920100,77.569300
T000003,1785346200000,12.904700,77.552700
T000003,1785346320000,12.902100,77.552200
T000003,1785346440000,12.903800,77.555800
T000003,1785346560000,12.903700,77.554500
T000003,1785346680000,12.905500,77.557500
T000003,1785346800000,12.906200,77.559400
T000003,1785346920000,12.907100,77.558800
T000003,1785347040000,12.907100,77.561400
T000003,1785347160000,12.912000,77.559100
T000003,1785347280000,12.910400,77.559800
T000003,1785347400000,12.914900,77.561600
T000003,1785347520000,12.912500,77.565300
T000003,1785347640000,12.913100,77.565400
T000003,1785347760000,12.915400,77.565000
T000003,1785347880000,12.914800,77.565500
T000003,1785348000000,12.919900,77.565400
T000003,1785348120000,12.918500,77.567000
T000003,1785348240000,12.920900,77.570600
T000003,1785348360000,12.920200,77.570400
T000003,1785348480000,12.919700,77.570700
T000004,1783006200000,12.903200,77.552900
T000004,1783006320000,12.904400,77.552700
T000004,1783006440000,12.904300,77.554200
T000004,1783006560000,12.907500,77.554300
T000004,1783006680000,12.907600,77.558000
T000004,1783006800000,12.906200,77.559400
T000004,1783006920000,12.908300,77.558900
T000004,1783007880000,12.918300,77.567600
T000004,1783008000000,12.917100,77.566400
T000004,1783008120000,12.917200,77.568200
T000004,1783008240000,12.921500,77.571100
T000004,1783008360000,12.922100,77.569300
T000004,1783008480000,12.919400,77.571300
T000005,1781739000000,12.902800,77.551100
T000005,1781739120000,12.902200,77.554400
T000005,1781739240000,12.904500,77.555800
T000005,1781739360000,12.903500,77.554400
T000005,1781739480000,12.905900,77.555300
T000005,1781739600000,12.907300,77.556500
T000005,1781739720000,12.908600,77.559200
T000005,1781739840000,12.910500,77.560500
T000005,1781739960000,12.908700,77.558900
T000005,1781740080000,12.910700,77.561000
T000005,1781740200000,12.913700,77.561500
T000005,1781740320000,12.912900,77.561200
T000005,1781740440000,12.915000,77.566700
T000005,1781740560000,12.914500,77.565300
T000005,1781740680000,12.918600,77.567800
T000005,1781740800000,12.919800,77.568400
T000005,1781740920000,12.917800,77.570500
T000005,1781741040000,12.921200,77.567200
T000005,1781741160000,12.921100,77.569500
T000005,1781741280000,12.921300,77.572100
T000006,1786361400000,12.904600,77.553400
T000006,1786361520000,12.901100,77.554900
T000006,1786361640000,12.905400,77.552500
T000006,1786361760000,12.905600,77.554600
T000006,1786361880000,12.904700,77.555500
T000006,1786362000000,12.905800,77.555400
T000006,1786362120000,12.910900,77.556100
T000006,1786362240000,12.907000,77.559700
T000006,1786362360000,12.908200,77.558800
T000006,1786362480000,12.912900,77.562800
T000006,1786362600000,12.913500,77.563100
T000006,1786362720000,12.912500,77.561900
T000006,1786362840000,12.915500,77.566500
T000006,1786362960000,12.913100,77.564300
T000006,1786363080000,12.914800,77.564000
T000006,1786363200000,12.918300,77.567600
T000006,1786363320000,12.916200,77.566300
T000006,1786363440000,12.920600,77.570300
T000006,1786363560000,12.921000,77.570100
T000006,1786363680000,12.919400,77.572500
T000007,1786534200000,12.900900,77.553800
T000007,1786534320000,12.903500,77.552900
T000007,1786534440000,12.904300,77.555500
T000007,1786534560000,12.907600,77.554100
T000007,1786534680000,12.908900,77.555400
T000007,1786534800000,12.908100,77.558800
T000007,1786534920000,12.910500,77.558400
T000007,1786535880000,12.916300,77.566600
T000007,1786536000000,12.916700,77.566100
T000007,1786536120000,12.917100,77.567100
T000007,1786536240000,12.918600,77.570800
T000007,1786536360000,12.922900,77.569800
T000007,1786536480000,12.923900,77.572000
T000008,1785400200000,12.904800,77.554300
T000008,1785400320000,12.902900,77.552700
T000008,1785400440000,12.904100,77.553600
T000008,1785400560000,12.903400,77.554600
T000008,1785400680000,12.905300,77.555400
T000008,1785400800000,12.907700,77.556000
T000008,1785400920000,12.909200,77.558800
T000008,1785401040000,12.911300,77.560900
T000008,1785401160000,12.908900,77.559800
T000008,1785401280000,12.913600,77.560600
T000008,1785401400000,12.910900,77.563400
T000008,1785401520000,12.915800,77.562200
T000008,1785401640000,12.916900,77.563500
T000008,1785401760000,12.916300,77.567000
T000008,1785401880000,12.916300,77.566700
T000008,1785402000000,12.918200,77.565900
T000008,1785402120000,12.918100,77.567200
T000008,1785402240000,12.917700,77.570800
T000008,1785402360000,12.919000,77.569600
T000008,1785402480000,12.923600,77.573700
T000009,1784561400000,12.901700,77.552400
T000009,1784561520000,12.904900,77.553900
T000009,1784561640000,12.903500,77.555200
T000009,1784561760000,12.903900,77.555700
T000009,1784561880000,12.907200,77.556900
T000009,1784562000000,12.909500,77.559700
T000009,1784562120000,12.907600,77.556700
T000009,1784562240000,12.908600,77.557600
T000009,1784562360000,12.908300,77.562100
T000009,1784562480000,12.910400,77.561400
T000009,1784562600000,12.911400,77.562400
T000009,1784562720000,12.911100,77.564200
T000009,1784562840000,12.916700,77.566900
T000009,1784562960000,12.916400,77.563800
T000009,1784563080000,12.914300,77.564500
T000009,1784563200000,12.918900,77.565300
T000009,1784563320000,12.916600,77.570200
T000009,1784563440000,12.920300,77.568400
T000009,1784563560000,12.919800,77.569400
T000009,1784563680000,12.922300,77.572300
T000010,1787473800000,12.901300,77.553200
T000010,1787473920000,12.904300,77.553300
T000010,1787474040000,12.902600,77.556800
T000010,1787474160000,12.907500,77.557700
T000010,1787474280000,12.904800,77.555300
T000010,1787474400000,12.905500,77.558700
T000010,1787474520000,12.910200,77.560800
T000010,1787474640000,12.908000,77.559100
T000010,1787474760000,12.909000,77.559500
T000010,1787474880000,12.913400,77.563000
T000010,1787475000000,12.912500,77.560900
T000010,1787475120000,12.911700,77.561400
T000010,1787475240000,12.916400,77.563500
T000010,1787475360000,12.915100,77.563400
T000010,1787475480000,12.914300,77.566300
T000010,1787475600000,12.918600,77.566800
T000010,1787475720000,12.920300,77.570500
T000010,1787475840000,12.918800,77.569600
T000010,1787475960000,12.922800,77.572100
T000010,1787476080000,12.921000,77.573400
T000011,1784244600000,12.903300,77.552800
T000011,1784244720000,12.902200,77.551600
T000011,1784244840000,12.906200,77.552600
T000011,1784244960000,12.905100,77.557000
T000011,1784245080000,12.906700,77.557900
T000011,1784245200000,12.908700,77.558000
T000011,1784245320000,12.908000,77.556700
T000011,1784245440000,12.911000,77.560700
T000011,1784245560000,12.910700,77.560200
T000011,1784245680000,12.911300,77.560300
T000011,1784245800000,12.913800,77.562500
T000011,1784245920000,12.915200,77.565500
T000011,1784246040000,12.916800,77.566200
T000011,1784246160000,12.916400,77.565200
T000011,1784246280000,12.915200,77.568800
T000011,1784246400000,12.919700,77.568300
T000011,1784246520000,12.916400,77.569800
T000011,1784246640000,12.921800,77.569000
T000011,1784246760000,12.920400,77.569500
T000011,1784246880000,12.922100,77.571400
T000012,1784914200000,12.904000,77.554300
T000012,1784914320000,12.903800,77.555400
T000012,1784914440000,12.906700,77.554000
T000012,1784914560000,12.903100,77.554100
T000012,1784914680000,12.906900,77.556500
T000012,1784914800000,12.906100,77.558800
T000012,1784914920000,12.909700,77.559600
T000012,1784915040000,12.910000,77.561100
T000012,1784915160000,12.909900,77.559200
T000012,1784915280000,12.911400,77.560200
T000012,1784915400000,12.912800,77.561000
T000012,1784915520000,12.912900,77.562300
T000012,1784915640000,12.916000,77.562900
T000012,1784915760000,12.916200,77.564300
T000012,1784915880000,12.916500,77.564000
T000012,1784916000000,12.916000,77.568200
T000012,1784916120000,12.919100,77.569500
T000012,1784916240000,12.917800,77.570600
T000012,1784916360000,12.919500,77.572700
T000012,1784916480000,12.922400,77.571600
T000013,1781922600000,12.904600,77.553500
T000013,1781922720000,12.905700,77.553400
T000013,1781922840000,12.905100,77.555300
T000013,1781922960000,12.905900,77.557000
T000013,1781923080000,12.904400,77.554600
T000013,1781923200000,12.906700,77.556300
T000013,1781923320000,12.906400,77.558800
T000013,1781924280000,12.915000,77.566900
T000013,1781924400000,12.917600,77.566700
T000013,1781924520000,12.918800,77.566800
T000013,1781924640000,12.917300,77.570500
T000013,1781924760000,12.919400,77.570000
T000013,1781924880000,12.919400,77.573400
T000014,1783812600000,12.904300,77.550700
T000014,1783812720000,12.905600,77.554200
T000014,1783812840000,12.903800,77.552100
T000014,1783812960000,12.905400,77.553500
T000014,1783813080000,12.904800,77.554700
T000014,1783813200000,12.908200,77.557600
T000014,1783813320000,12.910500,77.560900
T000014,1783813440000,12.910700,77.557000
T000014,1783813560000,12.912400,77.559500
T000014,1783813680000,12.913200,77.563600
T000014,1783813800000,12.910100,77.564500
T000014,1783813920000,12.914800,77.565300
T000014,1783814040000,12.916800,77.565700
T000014,1783814160000,12.917000,77.567400
T000014,1783814280000,12.918500,77.566000
T000014,1783814400000,12.917300,77.565500
T000014,1783814520000,12.917500,77.567500
T000014,1783814640000,12.919100,77.570300
T000014,1783814760000,12.919900,77.568200
T000014,1783814880000,12.919200,77.569400
T000015,1785832200000,12.902300,77.551800
T000015,1785832320000,12.904800,77.555400
T000015,1785832440000,12.902300,77.555300
T000015,1785832560000,12.907100,77.555500
T000015,1785832680000,12.908800,77.554800
T000015,1785832800000,12.908700,77.557600
T000015,1785832920000,12.908900,77.556900
T000015,1785833040000,12.909500,77.561800
T000015,1785833160000,12.911300,77.559100
T000015,1785833280000,12.909200,77.563300
T000015,1785833400000,12.912000,77.561200
T000015,1785833520000,12.911300,77.561600
T000015,1785833640000,12.914200,77.565900
T000015,1785833760000,12.914400,77.564200
T000015,1785833880000,12.914900,77.568800
T000015,1785834000000,12.919800,77.569300
T000015,1785834120000,12.918200,77.569400
T000015,1785834240000,12.920300,77.568600
T000015,1785834360000,12.919300,77.570800
T000015,1785834480000,12.921600,77.570700
T000016,1785281400000,12.904100,77.554800
T000016,1785281520000,12.905200,77.552300
T000016,1785281640000,12.902200,77.556600
T000016,1785281760000,12.904700,77.554300
T000016,1785281880000,12.907900,77.557400
T000016,1785282000000,12.907000,77.558800
T000016,1785282120000,12.909200,77.558300
T000016,1785282240000,12.911900,77.561700
T000016,1785282360000,12.911300,77.561200
T000016,1785282480000,12.912800,77.562800
T000016,1785282600000,12.913300,77.561500
T000016,1785282720000,12.914000,77.564100
T000016,1785282840000,12.912200,77.564000
T000016,1785282960000,12.916100,77.567700
T000016,1785283080000,12.916700,77.564900
T000016,1785283200000,12.919300,77.567200
T000016,1785283320000,12.919000,77.568700
T000016,1785283440000,12.919800,77.570000
T000016,1785283560000,12.921000,77.571100
T000016,1785283680000,12.920100,77.569900
T000017,1785313800000,12.903600,77.552800
T000017,1785313920000,12.904100,77.553700
T000017,1785314040000,12.902800,77.552800
T000017,1785314160000,12.906800,77.555800
T000017,1785314280000,12.906000,77.556000
T000017,1785314400000,12.908500,77.558200
T000017,1785314520000,12.906500,77.560900
T000017,1785314640000,12.909900,77.561000
T000017,1785314760000,12.908000,77.559600
T000017,1785314880000,12.909900,77.562100
T000017,1785315000000,12.914300,77.561600
T000017,1785315120000,12.913800,77.564000
T000017,1785315240000,12.914500,77.563400
T000017,1785315360000,12.915700,77.566900
T000017,1785315480000,12.918700,77.568100
T000017,1785315600000,12.917700,77.569200
T000017,1785315720000,12.918000,77.568500
T000017,1785315840000,12.920800,77.570300
T000017,1785315960000,12.920100,77.568300
T000017,1785316080000,12.923500,77.569100
T000018,1782203400000,12.900900,77.554800
T000018,1782203520000,12.905700,77.551800
T000018,1782203640000,12.905200,77.552100
T000018,1782203760000,12.903400,77.557000
T000018,1782203880000,12.905500,77.555800
T000018,1782204000000,12.908000,77.559700
T000018,1782204120000,12.906000,77.559400
T000018,1782204240000,12.907400,77.558500
T000018,1782204360000,12.908700,77.561300
T000018,1782204480000,12.909600,77.560200
T000018,1782204600000,12.914000,77.564900
T000018,1782204720000,12.911500,77.562900
T000018,1782204840000,12.914400,77.565900
T000018,1782204960000,12.915600,77.563400
T000018,1782205080000,12.915600,77.564500
T000018,1782205200000,12.916300,77.567800
T000018,1782205320000,12.920700,77.568800
T000018,1782205440000,12.921300,77.569100
T000018,1782205560000,12.919300,77.572000
T000018,1782205680000,12.920800,77.573000
T000019,1781652600000,12.903900,77.553300
T000019,1781652720000,12.903700,77.551700
T000019,1781652840000,12.906200,77.553500
T000019,1781652960000,12.905700,77.554700
T000019,1781653080000,12.904700,77.557800
T000019,1781653200000,12.909100,77.559200
T000019,1781653320000,12.906500,77.557800
T000019,1781653440000,12.908100,77.559400
T000019,1781653560000,12.912900,77.558500
T000019,1781653680000,12.911900,77.563200
T000019,1781653800000,12.913300,77.563100
T000019,1781653920000,12.914600,77.561300
T000019,1781654040000,12.914600,77.566800
T000019,1781654160000,12.913600,77.566000
T000019,1781654280000,12.914100,77.565000
T000019,1781654400000,12.918100,77.568600
T000019,1781654520000,12.918600,77.569400
T000019,1781654640000,12.917300,77.571000
T000019,1781654760000,12.922700,77.572400
T000019,1781654880000,12.921000,77.569500
T000020,1785598200000,12.901800,77.554900
T000020,1785598320000,12.904300,77.552100
T000020,1785598440000,12.905200,77.555000
T000020,1785598560000,12.904300,77.557200
T000020,1785598680000,12.906000,77.557000
T000020,1785598800000,12.905200,77.555900
T000020,1785598920000,12.910000,77.557900
T000020,1785599040000,12.907800,77.560300
T000020,1785599160000,12.912200,77.562400
T000020,1785599280000,12.912500,77.563100
T000020,1785599400000,12.914700,77.563000
T000020,1785599520000,12.914900,77.561600
T000020,1785599640000,12.912000,77.564600
T000020,1785599760000,12.917500,77.566500
T000020,1785599880000,12.917300,77.567500
T000020,1785600000000,12.915500,77.565400
T000020,1785600120000,12.920000,77.566700
T000020,1785600240000,12.919600,77.567600
T000020,1785600360000,12.922300,77.568100
T000020,1785600480000,12.922400,77.572200
T000021,1786069800000,12.902200,77.554000
T000021,1786069920000,12.901600,77.551000
T000021,1786070040000,12.902100,77.555300
T000021,1786070160000,12.903400,77.555200
T000021,1786070280000,12.907500,77.558900
T000021,1786070400000,12.906900,77.556100
T000021,1786070520000,12.910500,77.558600
T000021,1786070640000,12.911200,77.557200
T000021,1786070760000,12.911900,77.562900
T000021,1786070880000,12.911100,77.560800
T000021,1786071000000,12.914000,77.561500
T000021,1786071120000,12.915400,77.563700
T000021,1786071240000,12.915600,77.566100
T000021,1786071360000,12.916700,77.565100
T000021,1786071480000,12.917000,77.568600
T000021,1786071600000,12.918800,77.565200
T000021,1786071720000,12.917000,77.569300
T000021,1786071840000,12.919200,77.568900
T000021,1786071960000,12.920600,77.568800
T000021,1786072080000,12.921000,77.572700
T000022,1784082600000,12.901600,77.550200
T000022,1784082720000,12.905300,77.551700
T000022,1784082840000,12.902100,77.554900
T000022,1784082960000,12.906800,77.556700
T000022,1784083080000,12.908000,77.554000
T000022,1784083200000,12.905600,77.558200
T000022,1784083320000,12.910600,77.560300
T000022,1784083440000,12.909100,77.559200
T000022,1784083560000,12.908000,77.559200
T000022,1784083680000,12.912800,77.563500
T000022,1784083800000,12.911900,77.561900
T000022,1784083920000,12.915100,77.561000
T000022,1784084040000,12.914700,77.564200
T000022,1784084160000,12.915500,77.565600
T000022,1784084280000,12.916300,77.568800
T000022,1784084400000,12.918600,77.565800
T000022,1784084520000,12.920700,77.566900
T000022,1784084640000,12.918900,77.570500
T000022,1784084760000,12.921800,77.568300
T000022,1784084880000,12.920400,77.572500
T000023,1783164600000,12.902200,77.551300
T000023,1783164720000,12.901900,77.552200
T000023,1783164840000,12.905200,77.553300
T000023,1783164960000,12.906000,77.554700
T000023,1783165080000,12.907400,77.556300
T000023,1783165200000,12.906400,77.558000
T000023,1783165320000,12.907000,77.557700
T000023,1783165440000,12.908700,77.557900
T000023,1783165560000,12.910500,77.560400
T000023,1783165680000,12.910900,77.561000
T000023,1783165800000,12.910400,77.560300
T000023,1783165920000,12.914200,77.561300
T000023,1783166040000,12.912500,77.566800
T000023,1783166160000,12.916600,77.567900
T000023,1783166280000,12.916400,77.566800
T000023,1783166400000,12.916800,77.568100
T000023,1783166520000,12.919800,77.566800
T000023,1783166640000,12.917300,77.568800
T000023,1783166760000,12.918600,77.569200
T000023,1783166880000,12.921600,77.569200
T000024,1781105400000,12.902500,77.551000
T000024,1781105520000,12.904500,77.552800
T000024,1781105640000,12.905300,77.555400
T000024,1781105760000,12.906400,77.554400
T000024,1781105880000,12.904900,77.555800
T000024,1781106000000,12.906700,77.555100
T000024,1781106120000,12.909200,77.558900
T000024,1781106240000,12.909200,77.561400
T000024,1781106360000,12.911300,77.559800
T000024,1781106480000,12.910500,77.560100
T000024,1781106600000,12.913600,77.564200
T000024,1781106720000,12.912400,77.563800
T000024,1781106840000,12.913300,77.566700
T000024,1781106960000,12.914500,77.567700
T000024,1781107080000,12.915700,77.567900
T000024,1781107200000,12.915700,77.569200
T000024,1781107320000,12.920400,77.570700
T000024,1781107440000,12.921800,77.567400
T000024,1781107560000,12.919600,77.572300
T000024,1781107680000,12.922800,77.572800
T000025,1785151800000,12.901900,77.554000
T000025,1785151920000,12.901500,77.554700
T000025,1785152040000,12.903900,77.553500
T000025,1785152160000,12.903200,77.553300
T000025,1785152280000,12.906900,77.555900
T000025,1785152400000,12.906400,77.558800
T000025,1785152520000,12.906800,77.560200
T000025,1785152640000,12.910700,77.559800
T000025,1785152760000,12.910000,77.561000
T000025,1785152880000,12.912800,77.560600
T000025,1785153000000,12.911600,77.562100
T000025,1785153120000,12.915800,77.562600
T000025,1785153240000,12.913300,77.563800
T000025,1785153360000,12.913500,77.566400
T000025,1785153480000,12.914800,77.566000
T000025,1785153600000,12.915400,77.567900
T000025,1785153720000,12.916500,77.570200
T000025,1785153840000,12.918000,77.568300
T000025,1785153960000,12.919400,77.569200
T000025,1785154080000,12.922400,77.569100
T000026,1786318200000,12.901500,77.552900
T000026,1786318320000,12.901900,77.551600
T000026,1786318440000,12.906000,77.552400
T000026,1786318560000,12.904900,77.556900
T000026,1786318680000,12.906000,77.555500
T000026,1786318800000,12.906300,77.559200
T000026,1786318920000,12.909900,77.558400
T000026,1786319040000,12.909400,77.561600
T000026,1786319160000,12.908500,77.559800
T000026,1786319280000,12.912200,77.563500
T000026,1786319400000,12.911600,77.564100
T000026,1786319520000,12.911900,77.562400
T000026,1786319640000,12.913900,77.564200
T000026,1786319760000,12.914700,77.564500
T000026,1786319880000,12.914700,77.566300
T000026,1786320000000,12.917700,77.567600
T000026,1786320120000,12.920900,77.570800
T000026,1786320240000,12.919200,77.571000
T000026,1786320360000,12.921800,77.569100
T000026,1786320480000,12.920700,77.572400
T000027,1788348600000,12.901600,77.552000
T000027,1788348720000,12.901200,77.553000
T000027,1788348840000,12.903700,77.553900
T000027,1788348960000,12.907300,77.557500
T000027,1788349080000,12.908700,77.556700
T000027,1788349200000,12.909700,77.557800
T000027,1788349320000,12.907900,77.558900
T000027,1788349440000,12.911700,77.560800
T000027,1788349560000,12.908500,77.561600
T000027,1788349680000,12.910400,77.560800
T000027,1788349800000,12.911900,77.562300
T000027,1788349920000,12.912900,77.563100
T000027,1788350040000,12.912300,77.562200
T000027,1788350160000,12.917700,77.564200
T000027,1788350280000,12.916100,77.564900
T000027,1788350400000,12.915900,77.566200
T000027,1788350520000,12.920800,77.569100
T000027,1788350640000,12.921700,77.568500
T000027,1788350760000,12.920300,77.568800
T000027,1788350880000,12.923800,77.570500
T000028,1788017400000,12.901300,77.551600
T000028,1788017520000,12.901700,77.553800
T000028,1788017640000,12.902400,77.556500
T000028,1788017760000,12.906600,77.554200
T000028,1788017880000,12.907900,77.554000
T000028,1788018000000,12.909400,77.558000
T000028,1788018120000,12.909200,77.557200
T000028,1788019080000,12.917600,77.564800
T000028,1788019200000,12.915100,77.569600
T000028,1788019320000,12.917900,77.570600
T000028,1788019440000,12.921500,77.569200
T000028,1788019560000,12.918200,77.572500
T000028,1788019680000,12.920700,77.572000
T000029,1785432600000,12.901600,77.553300
T000029,1785432720000,12.903100,77.552300
T000029,1785432840000,12.906600,77.555500
T000029,1785432960000,12.905000,77.557600
T000029,1785433080000,12.907400,77.554900
T000029,1785433200000,12.906200,77.558900
T000029,1785433320000,12.906400,77.558200
T000029,1785433440000,12.907000,77.558300
T000029,1785433560000,12.910900,77.561700
T000029,1785433680000,12.911800,77.563900
T000029,1785433800000,12.910200,77.564400
T000029,1785433920000,12.914100,77.564100
T000029,1785434040000,12.915600,77.564500
T000029,1785434160000,12.914600,77.563800
T000029,1785434280000,12.917800,77.568600
T000029,1785434400000,12.917700,77.568500
T000029,1785434520000,12.920400,77.569200
T000029,1785434640000,12.919400,77.568400
T000029,1785434760000,12.919400,77.568600
T000029,1785434880000,12.923300,77.570500
T000030,1782181800000,12.903400,77.554700
T000030,1782181920000,12.903100,77.551700
T000030,1782182040000,12.903000,77.553600
T000030,1782182160000,12.906700,77.553900
T000030,1782182280000,12.907800,77.554300
T000030,1782182400000,12.907400,77.557900
T000030,1782182520000,12.906800,77.559000
T000030,1782182640000,12.909300,77.560500
T000030,1782182760000,12.912600,77.561000
T000030,1782182880000,12.912000,77.563300
T000030,1782183000000,12.912500,77.561100
T000030,1782183120000,12.912400,77.564600
T000030,1782183240000,12.913900,77.566700
T000030,1782183360000,12.914100,77.566100
T000030,1782183480000,12.916500,77.567500
T000030,1782183600000,12.915800,77.567600
T000030,1782183720000,12.920900,77.567300
T000030,1782183840000,12.919600,77.571700
T000030,1782183960000,12.920100,77.569800
T000030,1782184080000,12.921700,77.572000
T000031,1785713400000,12.900100,77.552200
T000031,1785713520000,12.903100,77.555000
T000031,1785713640000,12.904100,77.554500
T000031,1785713760000,12.903900,77.554200
T000031,1785713880000,12.904700,77.557000
T000031,1785714000000,12.907800,77.556800
T000031,1785714120000,12.909300,77.556000
T000031,1785714240000,12.907300,77.557300
T000031,1785714360000,12.908700,77.561900
T000031,1785714480000,12.910600,77.561900
T000031,1785714600000,12.910200,77.561000
T000031,1785714720000,12.914900,77.562300
T000031,1785714840000,12.916200,77.564300
T000031,1785714960000,12.915600,77.563800
T000031,1785715080000,12.918700,77.566800
T000031,1785715200000,12.918200,77.566100
T000031,1785715320000,12.918700,77.566100
T000031,1785715440000,12.918600,77.570100
T000031,1785715560000,12.922900,77.569300
T000031,1785715680000,12.921500,77.573400
T000032,1781026200000,12.903500,77.550000
T000032,1781026320000,12.903300,77.555400
T000032,1781026440000,12.903300,77.553200
T000032,1781026560000,12.907400,77.553900
T000032,1781026680000,12.907000,77.555300
T000032,1781026800000,12.909300,77.559000
T000032,1781026920000,12.907400,77.558300
T000032,1781027040000,12.908700,77.559200
T000032,1781027160000,12.908500,77.558200
T000032,1781027280000,12.912300,77.562900
T000032,1781027400000,12.911800,77.562400
T000032,1781027520000,12.914600,77.564100
T000032,1781027640000,12.915400,77.563100
T000032,1781027760000,12.916100,77.565000
T000032,1781027880000,12.915200,77.568600
T000032,1781028000000,12.917800,77.568500
T000032,1781028120000,12.917200,77.570600
T000032,1781028240000,12.919300,77.567000
T000032,1781028360000,12.918900,77.572800
T000032,1781028480000,12.920000,77.569900
T000033,1782862200000,12.902600,77.550800
T000033,1782862320000,12.904700,77.555400
T000033,1782862440000,12.906400,77.553900
T000033,1782862560000,12.907600,77.554900
T000033,1782862680000,12.904700,77.558100
T000033,1782862800000,12.909700,77.557400
T000033,1782862920000,12.909600,77.560500
T000033,1782863040000,12.911400,77.558300
T000033,1782863160000,12.910800,77.560700
T000033,1782863280000,12.912900,77.560500
T000033,1782863400000,12.913600,77.564400
T000033,1782863520000,12.915100,77.562700
T000033,1782863640000,12.916100,77.563000
T000033,1782863760000,12.913100,77.564400
T000033,1782863880000,12.918700,77.566800
T000033,1782864000000,12.919700,77.567300
T000033,1782864120000,12.918900,77.566600
T000033,1782864240000,12.917000,77.570200
T000033,1782864360000,12.921400,77.571700
T000033,1782864480000,12.921600,77.570800
T000034,1781998200000,12.903200,77.553700
T000034,1781998320000,12.904400,77.555400
T000034,1781998440000,12.905600,77.554400
T000034,1781998560000,12.906700,77.556300
T000034,1781998680000,12.908700,77.555300
T000034,1781998800000,12.908300,77.557700
T000034,1781998920000,12.910200,77.560700
T000034,1781999040000,12.908800,77.561500
T000034,1781999160000,12.909100,77.558200
T000034,1781999280000,12.913000,77.559400
T000034,1781999400000,12.912400,77.562300
T000034,1781999520000,12.914600,77.564200
T000034,1781999640000,12.916300,77.562900
T000034,1781999760000,12.915300,77.563500
T000034,1781999880000,12.916600,77.567400
T000034,1782000000000,12.917600,77.566400
T000034,1782000120000,12.920100,77.569700
T000034,1782000240000,12.918000,77.571900
T000034,1782000360000,12.919200,77.571800
T000034,1782000480000,12.921100,77.569500
T000035,1783697400000,12.900100,77.551000
T000035,1783697520000,12.903500,77.553100
T000035,1783697640000,12.905600,77.553100
T000035,1783697760000,12.906000,77.555400
T000035,1783697880000,12.908300,77.558700
T000035,1783698000000,12.909700,77.558100
T000035,1783698120000,12.910200,77.557500
T000035,1783698240000,12.908100,77.559300
T000035,1783698360000,12.908600,77.559600
T000035,1783698480000,12.910100,77.561600
T000035,1783698600000,12.910100,77.563600
T000035,1783698720000,12.911600,77.561800
T000035,1783698840000,12.916300,77.563700
T000035,1783698960000,12.915100,77.564800
T000035,1783699080000,12.914200,77.567500
T000035,1783699200000,12.916400,77.566300
T000035,1783699320000,12.920800,77.567000
T000035,1783699440000,12.918000,77.567400
T000035,1783699560000,12.921600,77.571000
T000035,1783699680000,12.919300,77.570200
T000036,1788456600000,12.901000,77.551300
T000036,1788456720000,12.904100,77.551500
T000036,1788456840000,12.903900,77.555100
T000036,1788456960000,12.907100,77.557800
T000036,1788457080000,12.906900,77.556000
T000036,1788457200000,12.907500,77.556100
