business_unit,office,vendor,cycle_start,cycle_end,trip_id,contract,slab_name,total_trip_km,trip_cost
vanta-Sea,Denver Office,Aarav Petrov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4869464,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4973607,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4915680,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4895001,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4993635,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4875596,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Aarav Petrov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4866176,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4891528,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4921306,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4837379,6S-150ORRNEW,Short,0,"1,390.34"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4862766,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5031876,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5059104,4S-WOW150ORRNEW,null,0,"1,952.49"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5058821,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5103380,BUS-ORRNEW-SML,null,0,"2,823.88"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5064297,6S-150ORRNEW,Short,0,"1,416.36"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5030960,BUS-ORRNEW-SML,null,0,"2,914.02"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5030621,BUS-ORRNEW-TT,null,0,935.7
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5051220,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5051523,6S-150ORRNEW,Long,0,"2,194.1"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5012614,BUS-ORRNEW-TT,null,0,985.17
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5009394,6S-EV-HTK,Medium,14.9,"1,875"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5026951,6S-EV-HTK,Medium,15.46,"1,875"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5046423,4S-EV-Z,Long,0,"1,275"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5008263,BUS-ORRNEW-TT,null,0,"1,925.32"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5045835,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5006087,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5028639,4S-150ORRNEW,Long,0,"1,671.82"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5095530,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5017015,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5017698,BUS-ORRNEW-SML,null,0,"2,208.01"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5077606,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5097525,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5024767,6S-150ORRNEW,Short,0,"1,416.36"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5021407,4S-150ORRNEW,Long,0,"1,671.82"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5094247,BUS-ORRNEW-SML,null,0,"2,824.02"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5069922,6S-150ORRNEW,Long,0,"2,194.1"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5080183,6S-150ORRNEW,Long,0,"2,194.1"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5055793,4S-EV-Z,Medium,0,"1,275"
pinnacle-Slc,Willow Bend Campus,Amit Volkov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3091948,4Seater,Slab2,14.88,"1,020"
pinnacle-Slc,Oakmont Office,Pooja Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3111009,4Seater,Slab2,14.72,"1,530"
pinnacle-Slc,Clearwater Campus,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3096063,4Seater,Slab2,16.1,"1,020"
pinnacle-Slc,Oakmont Office,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3056236,4Seater,Slab2,12.18,"1,020"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3154763,6Seater,Slab2,11.29,"1,297.5"
pinnacle-Slc,Willow Bend Campus,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3144693,4Seater,Slab1,9.1,915
pinnacle-Slc,Oakmont Office,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3051774,6Seater,Slab1,8.7,"1,140"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3163029,4Seater,Slab1,6.3,915
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3138499,4Seater,Slab2,11.49,"1,020"
pinnacle-Slc,Willow Bend Campus,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3079716,4Seater,Slab1,1.6,915
pinnacle-Slc,Oakmont Office,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3104125,4Seater,Slab1,8.8,915
pinnacle-Slc,Clearwater Campus,Pooja Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3108269,4Seater,Slab1,6.13,915
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3143369,4Seater,Slab2,16.9,"1,020"
pinnacle-Slc,Willow Bend Campus,Amit Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3074638,4Seater,Slab2,18.4,"1,020"
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3103436,4Seater,Slab1,7.5,915
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3137496,4Seater,Slab2,17.9,"1,530"
pinnacle-Slc,Clearwater Campus,Amit Volkov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3132590,6Seater,Slab2,16.33,"1,297.5"
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3063879,4Seater,Slab1,2.4,915
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3126143,4Seater,Slab1,8.83,915
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3136073,DV_Package,null,15.68,"1,526.31"
pinnacle-Slc,Clearwater Campus,Rahul Orlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3255676,DV_Package,null,8.38,"1,318.18"
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3257448,4Seater,Slab3,23.63,"1,162.5"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3186806,4Seater,Slab1,4.4,915
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3222940,4Seater,Slab1,7.38,915
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3235832,DV_Package,null,6,"1,318.18"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1547215,3S_Jan2024_CNG_AC,Zone_B,11.97,"1,867.5"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1231741,6S-HYD,Medium,0,"1,683.87"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1253492,6S-HYD,Short,0,"1,254.43"
orbit-Slc,Lakeside Commons,Anjali Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1302568,8SEATER_BTT_2025,31-above,39.87,"1,560"
vanta-Aus,Cedar Ridge Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1241643,6S-HYD,Short,0,"1,254.43"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1556012,3S_Jan2024_CNG_AC,Zone_B,20.18,"1,867.5"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1519576,5S_Jan2024_CNG_AC,Zone_B,28.98,"2,308.5"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1257611,6S-EV-HTK,Short,0,"1,875"
orbit-Slc,Cedar Ridge Office,Rahul Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1301865,4Seater-LVT-July,21-30,26.23,"1,072.5"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1257253,4S-EV-Z,Medium,0,"1,200"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1551623,3S_Jan2024_CNG_AC,Zone_A,11.23,"1,440"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1239540,6S-HYD,Long,0,"1,882.3"
vanta-Aus,Cedar Ridge Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1252013,6S-EV-HTK,Short,0,"1,875"
catalyst-Sac,Santa Clara Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1528247,3S_Jan2024_CNG_AC,Zone_B,37.59,"1,867.5"
orbit-Slc,Cedar Ridge Office,Rahul Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1314192,4Seater-LVT-July,0-20,12.5,885
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1219024,4S-HYD,Medium,0,"1,181.14"
pinnacle-Slc,Clearwater Campus,Rahul Orlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3393689,DV_Package,null,25.38,"1,260.87"
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3476311,4Seater,Slab2,17.7,"1,020"
pinnacle-Slc,Oakmont Office,Rahul Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3417985,4Seater,Slab1,8,915
pinnacle-Slc,Clearwater Campus,Rahul Morozov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3481491,4Seater,Slab1,7.4,915
pinnacle-Slc,Oakmont Office,Rahul Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3397942,4Seater,Slab2,12.03,"1,530"
pinnacle-Slc,Willow Bend Campus,Rahul Orlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3377285,DV_Package,null,30.2,"1,260.88"
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3417224,DV_Package,null,13.8,"1,260.87"
pinnacle-Slc,Clearwater Campus,Amit Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3387548,DV_Package,null,3.7,"1,260.87"
pinnacle-Slc,Clearwater Campus,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3461453,4Seater,Slab3,28.1,"1,260"
pinnacle-Slc,Oakmont Office,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3416961,4Seater,Slab2,13.06,"1,020"
pinnacle-Slc,Clearwater Campus,Rahul Morozov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3426627,6Seater,Slab1,5.3,"1,140"
pinnacle-Slc,Clearwater Campus,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3402595,DV_Package,null,4.21,"1,260.87"
pinnacle-Slc,Clearwater Campus,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3421712,4Seater,Slab1,5.15,915
pinnacle-Slc,Willow Bend Campus,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3451197,4Seater,Slab1,1.3,915
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3337792,DV_Package,null,7.7,"1,260.87"
pinnacle-Slc,Oakmont Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3376283,6Seater,Slab2,11.58,"1,297.5"
pinnacle-Slc,Clearwater Campus,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3327892,4Seater,Slab3,21.78,"1,162.5"
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3386385,4Seater,Slab2,13.2,"1,020"
pinnacle-Slc,Oakmont Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3445618,4Seater,Slab2,11.81,"1,530"
pinnacle-Slc,Clearwater Campus,Rahul Orlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3366630,DV_Package,null,15.7,"1,260.87"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1121320,6S-HYD,Short,0,"1,227"
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1135748,6S-HYD,Medium,0,"1,629"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1101494,4S-EV-Z,Medium,0,"1,200"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1127208,4S-EV-Z,Medium,0,"1,200"
vanta-Aus,Cedar Ridge Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1120466,6S-HYD,Short,0,"1,227"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1097843,4S-HYD,Long,0,"1,354.5"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1459657,3S_Jan2024_CNG_AC,Zone_A,9.66,946.88
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1099901,4S-EV-Z,Medium,0,"1,200"
catalyst-Sac,Fairview Commons,Arjun Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1472158,3S_Jan2024_AC,Zone_C,28.3,"2,162.82"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1109301,6S-HYD,Short,0,"1,227"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1448446,3S_Jan2024_CNG_AC,Zone_B,13.44,"1,828.13"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1136686,4S-HYD,Short,0,948
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1451423,3S_Jan2024_CNG_AC,Zone_B,17.4,"1,828.13"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1450101,3S_Jan2024_CNG_AC,Zone_B,14.06,"1,218.75"
