business_unit,trip_id,stwid,event_id,event_type,start_time,acknowledge_time,state_text,severity,source
pinnacle-Slc,"3,255,676",0,65959212-b96c-468d-98fb-3cb0a1c76b9f,VEHICLE_STOPPAGE,"June 17, 2026, 8:50 AM","June 17, 2026, 8:50 AM",CLOSED,False,NA
vanta-Sea,"4,891,278","178,920",a6a3c43c3d9145f3d59030a5a9731418,WOMAN_TRAVELLING_ALONE,"May 28, 2026, 6:55 AM","May 28, 2026, 6:56 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,034,676",0,4d2b5fe2-dbdd-4310-91ac-7b2c5ab0d3df,DEVICE_NOT_REACHABLE,"July 10, 2026, 8:55 PM","July 10, 2026, 9:17 PM",CLOSED,False,MOBILE
vanta-Sea,"5,084,619","56,380",2b7d48c7ba2599df3f808fd926bb22d8,WOMAN_TRAVELLING_ALONE,"July 27, 2026, 6:58 AM","July 27, 2026, 7:07 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,080,267","90,335",66bb6d90a57b8b647b2c9ff6e53f6c12,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 4:21 PM","May 9, 2026, 4:27 PM",CLOSED,NA,NA
pinnacle-Slc,"3,089,039","10,425",d34e0d7146a2cb25b59794ab2bfbf3cf,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 11, 2026, 3:56 PM","May 12, 2026, 4:00 PM",CLOSED,NA,NA
pinnacle-Slc,"3,169,052",0,e9fe3dcc-bbea-44ed-91c3-58a523b66cef,OVER_SPEEDING,"May 29, 2026, 6:08 AM","May 29, 2026, 6:16 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,218,546",0,1ee9e7d9-ee9a-4bdc-908c-d9d792d4598d,OVER_SPEEDING,"June 10, 2026, 8:40 AM","June 10, 2026, 8:41 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,409,949",0,a6500c47-1fe1-4b34-ab17-d8ad0d0d837b,VEHICLE_STOPPAGE,"July 17, 2026, 8:56 AM","July 17, 2026, 9:08 AM",CLOSED,False,NA
pinnacle-Slc,"3,443,480",0,7e095689-ee89-4d7e-893a-96f65a5996ff,OVER_SPEEDING,"July 24, 2026, 7:57 AM","July 24, 2026, 8:01 AM",CLOSED,Sev-3,NA
vanta-Aus,"1,121,048",0,18643f28-44d2-4bf4-ad57-5b2b5b670d6a,VEHICLE_STOPPAGE,"May 15, 2026, 9:05 AM","May 15, 2026, 9:08 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,914,064",0,2355b8f8-da9b-4675-94e2-5fd8a295cbb0,VEHICLE_STOPPAGE,"June 4, 2026, 11:38 AM","June 4, 2026, 12:04 PM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,057,297",0,981aeb98-9e55-4e29-a10a-ace30543d726,DEVICE_NOT_REACHABLE,"May 4, 2026, 3:19 PM","May 5, 2026, 3:27 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,057,297","11,060",4a7795c8d9b572a02641399c0393ad21,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 3:42 PM","May 5, 2026, 3:45 PM",CLOSED,NA,NA
pinnacle-Slc,"3,097,317",0,aa492276-4442-451c-aff0-d252674a8fcd,DEVICE_NOT_REACHABLE,"May 13, 2026, 8:18 AM","May 14, 2026, 8:27 AM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,387,091",0,d5f56a0d-c6fb-4122-b12c-4f9112032765,DEVICE_NOT_REACHABLE,"July 13, 2026, 1:58 PM","July 14, 2026, 2:00 PM",CLOSED,NA,MOBILE
catalyst-Sac,"1,471,858","63,825",08abdcb425d3c51ce41904c23b2d4a2c,EMPLOYEE_GEOFENCE_VIOLATION,"May 27, 2026, 7:57 PM","May 28, 2026, 8:00 PM",CLOSED,NA,NA
vanta-Aus,"1,227,173",0,5e4bf424-ce71-4fff-af31-00c7a2e45794,VEHICLE_STOPPAGE,"July 14, 2026, 10:17 AM","July 14, 2026, 10:19 AM",CLOSED,Sev-3,NA
vanta-Aus,"1,246,979","255,935",a6f24dc3fd6e96b5304d5d1efab12296,WOMAN_TRAVELLING_ALONE,"July 24, 2026, 6:42 PM","July 24, 2026, 6:42 PM",CLOSED,False,NA
vanta-Sea,"4,824,110","56,380",bf4fdce9fb56c35276298e61d9f64d56,WOMAN_TRAVELLING_ALONE,"May 6, 2026, 7:00 AM","May 6, 2026, 7:01 AM",CLOSED,False,NA
vanta-Sea,"4,830,144","451,945",a308045b5297b3ed4aeb8978bb16a35d,WOMAN_TRAVELLING_ALONE,"May 7, 2026, 7:08 PM","May 7, 2026, 7:08 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,841,772",0,90293740-9986-453c-80ea-2e937e33dec1,VEHICLE_STOPPAGE,"May 12, 2026, 9:26 AM","May 12, 2026, 9:29 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,905,335",0,be1fc345-9537-41a6-bf18-a4e8f8ca259d,VEHICLE_STOPPAGE,"June 2, 2026, 11:39 AM","June 2, 2026, 1:06 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,905,335",0,3cded125-d084-44ab-87a6-11430a1b5de4,DEVICE_NOT_REACHABLE,"June 2, 2026, 12:37 PM","June 2, 2026, 1:12 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"5,021,198",0,5e4110e7-c2ce-4265-b8d2-f5f04eeacc03,DEVICE_NOT_REACHABLE,"July 7, 2026, 10:43 AM","July 7, 2026, 11:26 AM",CLOSED,False,MOBILE
pinnacle-Slc,"3,099,183","563,095",8e8b981a5565a528ad318cca89212e2e,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 13, 2026, 4:14 PM","May 14, 2026, 4:18 PM",CLOSED,NA,NA
pinnacle-Slc,"3,099,183","382,450",e922d3b0ebe66c7abc3352a90ed2e571,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 13, 2026, 4:28 PM","May 14, 2026, 4:36 PM",CLOSED,NA,NA
pinnacle-Slc,"3,178,760",0,fe797ca6-994e-481e-87fe-efca23ebef09,DEVICE_NOT_REACHABLE,"June 2, 2026, 9:36 AM","June 3, 2026, 9:45 AM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,378,271",0,ba567678-14aa-4d3a-9b17-e1ab8fba6252,DEVICE_NOT_REACHABLE,"July 10, 2026, 2:59 PM","July 11, 2026, 3:00 PM",CLOSED,NA,MOBILE
vanta-Aus,"1,176,034",0,06b50d93-4721-4a54-a66c-6e4f1a3f254e,VEHICLE_STOPPAGE,"June 16, 2026, 10:09 AM","June 16, 2026, 10:11 AM",CLOSED,Sev-3,NA
catalyst-Sac,"1,481,415","576,125",d47e0796e24e24361fcc1cefa84a3d5d,EMPLOYEE_GEOFENCE_VIOLATION,"June 4, 2026, 5:06 AM","June 5, 2026, 5:09 AM",CLOSED,NA,NA
catalyst-Sac,"1,514,727","249,705",43eca04c16e4e7593a3ec653522427c6,EMPLOYEE_GEOFENCE_VIOLATION,"June 30, 2026, 12:40 AM","July 1, 2026, 12:45 AM",CLOSED,NA,NA
vanta-Sea,"4,908,205","16,575",84c7d28f50638ff47a44d2df1793b753,WOMAN_TRAVELLING_ALONE,"June 3, 2026, 6:59 AM","June 3, 2026, 7:07 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,174,664","91,195",da206226e4ee829080f4bf7476c637e1,EMPLOYEE_GEOFENCE_VIOLATION,"June 1, 2026, 3:15 PM","June 1, 2026, 3:17 PM",CLOSED,False,NA
pinnacle-Slc,"3,187,277",0,60e9a4d7-0dc4-45e0-a55a-965e4196c98f,OVER_SPEEDING,"June 3, 2026, 7:03 AM","June 3, 2026, 7:04 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,240,446","578,440",087504664bf42af427a59140faeb2366,EMPLOYEE_GEOFENCE_VIOLATION,"June 12, 2026, 5:59 PM","June 12, 2026, 6:01 PM",CLOSED,False,NA
pinnacle-Slc,"3,364,256","487,525",27c69b8da7cd91a8888ec6a491bda4f9,EMPLOYEE_GEOFENCE_VIOLATION,"July 8, 2026, 7:46 AM","July 8, 2026, 7:47 AM",CLOSED,False,NA
pinnacle-Slc,"3,364,256","497,590",90ab885b874fa556f58549126fbf5471,EMPLOYEE_GEOFENCE_VIOLATION,"July 8, 2026, 7:46 AM","July 8, 2026, 7:47 AM",CLOSED,False,NA
vanta-Aus,"1,110,446",0,99a0a0a1-02f5-4c7d-932f-6b0a2abeec48,DEVICE_NOT_REACHABLE,"May 8, 2026, 9:40 PM","May 8, 2026, 9:41 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,110,446",0,876869e8-1c22-4303-9c63-93e801dd088e,DEVICE_NOT_REACHABLE,"May 8, 2026, 10:11 PM","May 8, 2026, 10:16 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,110,446",0,80c189a3-c030-4816-9f46-05fad8f2d1aa,DEVICE_NOT_REACHABLE,"May 8, 2026, 10:17 PM","May 8, 2026, 10:18 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,110,446",0,e1e45acd-c060-4e62-9147-291148cf4aa9,DEVICE_NOT_REACHABLE,"May 8, 2026, 10:20 PM","May 8, 2026, 10:21 PM",CLOSED,Sev-3,MOBILE
catalyst-Sac,"1,453,506","619,795",b2e515af278f77fd0542bc8a7ce11012,EMPLOYEE_GEOFENCE_VIOLATION,"May 12, 2026, 11:23 PM","May 13, 2026, 11:27 PM",CLOSED,NA,NA
vanta-Aus,"1,168,512",0,24c2eeed-6e65-4a24-8942-ca9dda5a0705,DEVICE_NOT_REACHABLE,"June 11, 2026, 5:34 PM","June 11, 2026, 6:34 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,237,612","314,825",5f402e86ddea93d566251935005f35e1,PANIC_MOBILE,"July 20, 2026, 9:35 AM","July 20, 2026, 9:46 AM",CLOSED,False,MOBILE
orbit-Slc,"1,267,743","32,280",ec1d9d3cb3144ff3bce8ca14e81b497d,EMPLOYEE_GEOFENCE_VIOLATION,"June 8, 2026, 11:23 PM","June 8, 2026, 11:24 PM",CLOSED,Sev-3,NA
orbit-Slc,"1,267,743","35,715",e8fd525dcf503fd68f69c0a7959c4c23,EMPLOYEE_GEOFENCE_VIOLATION,"June 8, 2026, 11:27 PM","June 8, 2026, 11:28 PM",CLOSED,Sev-3,NA
orbit-Slc,"1,267,743","36,425",b2273ebe99bad20099a862fd68e82b2b,EMPLOYEE_GEOFENCE_VIOLATION,"June 8, 2026, 11:27 PM","June 8, 2026, 11:28 PM",CLOSED,Sev-3,NA
orbit-Slc,"1,267,743","53,915",543c428d72cdd664ea274421b80855a0,EMPLOYEE_GEOFENCE_VIOLATION,"June 8, 2026, 11:38 PM","June 8, 2026, 11:39 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,842,401",0,6da341b7-4ffc-4d0d-a355-f150f3b972d7,VEHICLE_STOPPAGE,"May 12, 2026, 11:49 AM","May 12, 2026, 11:50 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,975,009",0,66605a67-6073-4959-b630-8f3dea45b51b,DEVICE_NOT_REACHABLE,"June 23, 2026, 12:09 PM","June 23, 2026, 12:10 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,975,009",0,bb14de76-2fea-4904-a8af-1025147e87e3,DEVICE_NOT_REACHABLE,"June 23, 2026, 12:12 PM","June 23, 2026, 12:22 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,975,009",0,6535ad35-64c0-4a41-a65f-e940d701b280,DEVICE_NOT_REACHABLE,"June 23, 2026, 12:25 PM","June 23, 2026, 12:33 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,975,009",0,94cd3b60-9324-4827-8949-edcae5674976,DEVICE_NOT_REACHABLE,"June 23, 2026, 12:34 PM","June 23, 2026, 12:46 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,975,009",0,91a79e65-e563-455a-bd42-b3da8d367d13,DEVICE_NOT_REACHABLE,"June 23, 2026, 12:47 PM","June 23, 2026, 12:53 PM",CLOSED,False,MOBILE
vanta-Sea,"4,976,691","202,715",aafd7ddb6dcf336e38e51a4b3ed01ffa,WOMAN_TRAVELLING_ALONE,"June 23, 2026, 6:31 PM","June 23, 2026, 9:09 PM",CLOSED,False,NA
vanta-Sea,"4,976,691","144,620",a0350508a1ed576bb2cf31e0129db588,WOMAN_TRAVELLING_ALONE,"June 23, 2026, 6:32 PM","June 23, 2026, 9:10 PM",CLOSED,False,NA
vanta-Sea,"4,979,992",0,9d6d4ca2-4481-41f3-8f24-37a9d7448509,DEVICE_NOT_REACHABLE,"June 24, 2026, 2:20 PM","June 24, 2026, 2:28 PM",CLOSED,False,MOBILE
vanta-Sea,"4,997,462","84,470",e8e3f2bda5e2d33b4ee8b35f0e8072f7,WOMAN_TRAVELLING_ALONE,"June 30, 2026, 6:59 AM","June 30, 2026, 7:07 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,094,006",0,f12790f4-0931-4c46-ad50-3d9d3df62f34,VEHICLE_STOPPAGE,"July 29, 2026, 10:29 AM","July 29, 2026, 10:30 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,098,426",0,04bb66a0-a18e-47d6-9da5-0706f8f8a370,VEHICLE_STOPPAGE,"July 30, 2026, 10:45 AM","July 30, 2026, 10:54 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,234,939","419,390",1897e38e3c04b6a49ce70dae6a0bd7bf,EMPLOYEE_GEOFENCE_VIOLATION,"June 12, 2026, 3:57 PM","June 12, 2026, 3:57 PM",CLOSED,False,NA
pinnacle-Slc,"3,234,939","431,610",dd31478379bbe937feac2eee2a8910ff,EMPLOYEE_GEOFENCE_VIOLATION,"June 12, 2026, 3:59 PM","June 12, 2026, 4:00 PM",CLOSED,False,NA
pinnacle-Slc,"3,355,496",0,9ece6273-88e8-49d0-8e4d-e12996b1a3c6,DEVICE_NOT_REACHABLE,"July 7, 2026, 8:12 AM","July 8, 2026, 8:18 AM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,433,526",0,1cb33c0e-b64e-4624-a0e7-1575b31fa90b,DEVICE_NOT_REACHABLE,"July 22, 2026, 4:45 PM","July 23, 2026, 4:54 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,458,716",0,92c7299f-1116-485a-9487-bb51e47e7223,VEHICLE_STOPPAGE,"July 28, 2026, 8:56 AM","July 28, 2026, 9:09 AM",CLOSED,False,NA
catalyst-Sac,"1,523,446","248,065",65949fee7c63989308384bfaa0a9b0c5,EMPLOYEE_GEOFENCE_VIOLATION,"July 6, 2026, 9:50 PM","July 7, 2026, 9:54 PM",CLOSED,NA,NA
catalyst-Sac,"1,535,275","645,805",f207052011989433bb31068907a45254,EMPLOYEE_GEOFENCE_VIOLATION,"July 14, 2026, 8:10 PM","July 15, 2026, 8:09 PM",CLOSED,NA,NA
catalyst-Sac,"1,535,275",0,379990a952860990f85650e978eea2e7,PANIC_FIXED_DEVICE,"July 14, 2026, 8:23 PM","July 14, 2026, 8:24 PM",CLOSED,Sev-3,EXTERNAL_DEVICE
vanta-Sea,"4,852,883","225,210",48710aecee64fd4929024651b6421bb7,WOMAN_TRAVELLING_ALONE,"May 15, 2026, 6:55 AM","May 15, 2026, 6:58 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,852,883","393,755",5f63d166817cb1c9920fbd72b02848d5,WOMAN_TRAVELLING_ALONE,"May 15, 2026, 7:12 AM","May 15, 2026, 7:32 AM",CLOSED,False,NA
vanta-Sea,"4,900,892",0,3dad6f42-156d-42f1-b3c0-f875d60db0bc,VEHICLE_STOPPAGE,"June 1, 2026, 8:28 AM","June 1, 2026, 8:49 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,966,104","333,265",558f126a624f24fba0c6af49bc63065a,WOMAN_TRAVELLING_ALONE,"June 19, 2026, 6:38 PM","June 19, 2026, 6:40 PM",CLOSED,False,NA
vanta-Sea,"5,071,405","462,075",c8b580111a9342dec0155bdd3eeba3d2,WOMAN_TRAVELLING_ALONE,"July 22, 2026, 6:25 PM","July 22, 2026, 6:34 PM",CLOSED,False,NA
pinnacle-Slc,"3,140,012","408,500",e1f3ad147038f73c2972a90c9b6eb9df,EMPLOYEE_GEOFENCE_VIOLATION,"May 21, 2026, 4:40 PM","May 21, 2026, 4:42 PM",CLOSED,False,NA
pinnacle-Slc,"3,305,186","508,480",024739677b63896451a9998b9db484c3,EMPLOYEE_GEOFENCE_VIOLATION,"June 25, 2026, 3:37 PM","June 25, 2026, 3:37 PM",CLOSED,False,NA
pinnacle-Slc,"3,305,186","68,755",8fe86cf0fb74490e4493d7685c8a7e1e,EMPLOYEE_GEOFENCE_VIOLATION,"June 25, 2026, 3:42 PM","June 25, 2026, 3:43 PM",CLOSED,False,NA
catalyst-Sac,"1,467,865","486,615",270fa3c74c10edea4a6a4f72a09638f9,EMPLOYEE_GEOFENCE_VIOLATION,"May 23, 2026, 12:52 AM","May 24, 2026, 12:54 AM",CLOSED,NA,NA
catalyst-Sac,"1,484,761",0,23ecc86f-1210-4aae-b6b4-ce531646a894,VEHICLE_STOPPAGE,"June 8, 2026, 5:36 AM","June 8, 2026, 5:37 AM",CLOSED,False,NA
vanta-Sea,"4,847,486","92,445",cbccc1b2929d9bc175da4adb28bdecf0,WOMAN_TRAVELLING_ALONE,"May 13, 2026, 6:51 PM","May 13, 2026, 6:55 PM",CLOSED,False,NA
vanta-Sea,"4,850,315",0,374ab74c-0f4f-49db-a03c-39c6053e4406,DEVICE_NOT_REACHABLE,"May 14, 2026, 12:54 PM","May 14, 2026, 12:55 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,850,315",0,a4477cd8-ea3d-4a39-8f2a-c7d8dc51212e,DEVICE_NOT_REACHABLE,"May 14, 2026, 12:57 PM","May 14, 2026, 1:23 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,850,315",0,0bfbb435-0864-49b0-9545-194161315fcb,DEVICE_NOT_REACHABLE,"May 14, 2026, 1:25 PM","May 14, 2026, 1:37 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,850,315",0,6a9710eb-9a43-44e7-af37-59040c74469a,DEVICE_NOT_REACHABLE,"May 14, 2026, 1:38 PM","May 14, 2026, 1:39 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"4,860,628","357,105",77b17dfdfd5883bc01c94cf92f193f12,WOMAN_TRAVELLING_ALONE,"May 18, 2026, 7:19 PM","May 18, 2026, 7:27 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,878,092","170,560",0104e08348d4879443f40e06aebbbbde,WOMAN_TRAVELLING_ALONE,"May 23, 2026, 6:23 PM","May 23, 2026, 6:24 PM",CLOSED,False,NA
vanta-Sea,"4,878,092","73,790",71f45cb0429e0d59300ebe3361d08f39,WOMAN_TRAVELLING_ALONE,"May 23, 2026, 6:23 PM","May 23, 2026, 6:26 PM",CLOSED,False,NA
vanta-Sea,"4,878,092","73,790",d88f53d4ea6eb769596fbef55348d5de,WOMAN_TRAVELLING_ALONE,"May 23, 2026, 7:02 PM","May 23, 2026, 7:03 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,937,564",0,f19cdbca-7f20-4e88-9219-f3e239770cd7,DEVICE_NOT_REACHABLE,"June 11, 2026, 10:29 PM","June 11, 2026, 11:20 PM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,054,411",0,8d50a066-f56e-42e4-bc75-e10f7380269c,VEHICLE_STOPPAGE,"May 4, 2026, 10:09 AM","May 4, 2026, 10:10 AM",CLOSED,False,NA
pinnacle-Slc,"3,054,411","57,790",e31768a51690aa6ea11d29bb1d93f958,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 10:42 AM","May 5, 2026, 10:45 AM",CLOSED,NA,NA
pinnacle-Slc,"3,054,411","92,295",d8fc65b0390f79f0606c454e25f57ed8,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 4, 2026, 10:42 AM","May 5, 2026, 10:45 AM",CLOSED,NA,NA
pinnacle-Slc,"3,112,961","93,010",c99f8bf0047b2d8a4f36cc6df06ed728,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 15, 2026, 3:35 PM","May 16, 2026, 3:36 PM",CLOSED,NA,NA
pinnacle-Slc,"3,112,961","384,730",1fe9865d1d61461962b7c16d1bce85d3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 15, 2026, 3:49 PM","May 16, 2026, 3:54 PM",CLOSED,NA,NA
pinnacle-Slc,"3,304,681",0,1d1a8179-5238-4861-ba66-a0cd45511b88,DEVICE_NOT_REACHABLE,"June 25, 2026, 5:54 PM","June 26, 2026, 6:00 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,362,518",0,34820931-cc94-4d88-98b5-0ac27b86c35c,DEVICE_NOT_REACHABLE,"July 8, 2026, 9:21 AM","July 9, 2026, 9:27 AM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,427,148","173,040",29f4b51753d6b8f87555073de32ebd4f,EMPLOYEE_GEOFENCE_VIOLATION,"July 21, 2026, 5:05 PM","July 21, 2026, 5:07 PM",CLOSED,False,NA
catalyst-Sac,"1,518,315","617,100",18b399f4482bb6ce52eefb0af6627ef2,EMPLOYEE_GEOFENCE_VIOLATION,"July 1, 2026, 9:04 PM","July 2, 2026, 9:09 PM",CLOSED,NA,NA
catalyst-Sac,"1,531,774","760,550",b67cab2d16053de6302dea87312708ad,EMPLOYEE_GEOFENCE_VIOLATION,"July 10, 2026, 9:10 PM","July 11, 2026, 9:18 PM",CLOSED,NA,NA
catalyst-Sac,"1,531,774","593,765",435807ff46b3f3879adc5cac21a89e13,EMPLOYEE_GEOFENCE_VIOLATION,"July 10, 2026, 9:52 PM","July 11, 2026, 9:54 PM",CLOSED,NA,NA
vanta-Sea,"4,895,471",0,2ed3ab4c-02fe-4847-8f33-55ea55047aa0,VEHICLE_STOPPAGE,"May 29, 2026, 10:33 AM","May 29, 2026, 10:34 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,912,814",0,a38247ba-8c23-4fe1-a295-afda1da1b95f,VEHICLE_STOPPAGE,"June 4, 2026, 9:27 AM","June 4, 2026, 9:29 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,056,103",0,071dbb74-8de5-4e2f-a4b8-cafc957022aa,VEHICLE_STOPPAGE,"July 17, 2026, 9:46 AM","July 17, 2026, 9:57 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,056,103",0,36a456cf-9fbb-4d2e-902c-3cb3dd0a7c2a,VEHICLE_STOPPAGE,"July 17, 2026, 10:00 AM","July 17, 2026, 10:09 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,067,312","498,930",dc24ea0c30e1abdc41946f01cb78068a,WOMAN_TRAVELLING_ALONE,"July 21, 2026, 6:25 PM","July 21, 2026, 6:43 PM",CLOSED,False,NA
vanta-Sea,"5,067,312","397,210",44000a9e965031ef107e52e847f7de0e,WOMAN_TRAVELLING_ALONE,"July 21, 2026, 6:25 PM","July 21, 2026, 6:39 PM",CLOSED,False,NA
vanta-Sea,"5,069,200",0,b3720c4b-a557-45c8-81a6-3e16a76cefb3,VEHICLE_STOPPAGE,"July 22, 2026, 8:51 AM","July 22, 2026, 8:56 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,085,324",0,42874591-4b09-40a0-9410-19837ea16d59,VEHICLE_STOPPAGE,"July 27, 2026, 9:30 AM","July 27, 2026, 9:40 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,062,755",0,f2e8535e-e7d1-4647-bf33-62b27e6d29ff,DEVICE_NOT_REACHABLE,"May 5, 2026, 1:03 PM","May 6, 2026, 1:09 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,070,801","464,925",7ead741f7ea0c5efe6a7a4374a88313a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 6, 2026, 3:21 PM","May 7, 2026, 3:27 PM",CLOSED,NA,NA
pinnacle-Slc,"3,075,406","289,525",21a211d14b47cb4dabffde774d5e3c73,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 3:21 PM","May 8, 2026, 3:27 PM",CLOSED,NA,NA
vanta-Aus,"1,129,185",0,d95efc4d-3faf-4c6d-bdbc-750e85672c61,VEHICLE_STOPPAGE,"May 20, 2026, 5:27 AM","May 20, 2026, 5:31 AM",CLOSED,Sev-3,NA
