trip_id,stwid,planned_pickup_epoch,otp_sent_epoch,otp_verified_epoch,verification_attempts,source
1100632,253490,1777892760.0,1777892760,1777892784,1,SYNTHETIC
1100637,104070,1777891800.0,1777891800,1777892378,1,SYNTHETIC
1100642,278415,1777891380.0,1777891380,1777891336,1,SYNTHETIC
1100649,145890,1777891800.0,1777891800,1777892939,3,SYNTHETIC
1100654,332845,1777890360.0,1777890360,1777890241,1,SYNTHETIC
1100661,309760,1777890840.0,1777890840,1777890882,1,SYNTHETIC
1100670,104375,1777890480.0,1777890480,1777890523,1,SYNTHETIC
1100676,382210,1777890000.0,1777890000,1777890091,1,SYNTHETIC
1100683,207140,1777892520.0,1777892520,1777892919,2,SYNTHETIC
1100689,360140,1777893000.0,1777893000,1777893230,1,SYNTHETIC
1100693,367990,1777893360.0,1777893360,1777893551,1,SYNTHETIC
1100699,93335,1777893420.0,1777893420,1777893484,1,SYNTHETIC
1100706,133955,1777897020.0,1777897020,1777896930,1,SYNTHETIC
1100713,164660,1777897140.0,1777897140,1777897183,1,SYNTHETIC
1100723,116290,1777896300.0,1777896300,1777896218,1,SYNTHETIC
1100734,306735,1777897320.0,1777897320,1777897565,1,SYNTHETIC
1100740,378170,1777895520.0,1777895520,1777896329,2,SYNTHETIC
1100747,202005,1777897500.0,1777897500,1777897444,1,SYNTHETIC
1100754,125180,1777899720.0,1777899720,1777900254,1,SYNTHETIC
1100761,85375,1777895340.0,1777895340,1777895727,1,SYNTHETIC
1100768,173370,1777900380.0,1777900380,1777900343,1,SYNTHETIC
1100777,201335,1777898640.0,1777898640,1777898996,2,SYNTHETIC
1100786,106035,1777897020.0,1777897020,1777896905,1,SYNTHETIC
1100792,273285,1777898220.0,1777898220,1777898307,1,SYNTHETIC
1100799,278390,1777901040.0,1777901040,1777902475,2,SYNTHETIC
1100815,202870,1777910160.0,1777910160,1777910081,1,SYNTHETIC
1100827,288845,1777928100.0,1777928100,1777928020,1,SYNTHETIC
1101005,358145,1777925100.0,1777925100,1777925081,1,SYNTHETIC
1101362,333360,1777908600.0,1777908600,1777908521,1,SYNTHETIC
1101371,132825,1777908600.0,1777908600,1777908563,1,SYNTHETIC
1101381,375635,1777908600.0,1777908600,1777908493,1,SYNTHETIC
1101421,271815,1777912200.0,1777912200,1777912255,1,SYNTHETIC
1101426,146110,1777912200.0,1777912200,1777912245,1,SYNTHETIC
1101432,345915,1777912200.0,1777912200,1777912981,3,SYNTHETIC
1101442,193850,1777912200.0,1777912200,1777912397,1,SYNTHETIC
1101452,21465,1777912200.0,1777912200,1777912109,1,SYNTHETIC
1101491,208020,1777915800.0,1777915800,1777915740,1,SYNTHETIC
1101497,379610,1777915800.0,1777915800,1777915800,1,SYNTHETIC
1101504,350345,1777915800.0,1777915800,1777916247,2,SYNTHETIC
1101511,318490,1777915800.0,1777915800,1777915721,1,SYNTHETIC
1101518,201995,1777915800.0,1777915800,1777916524,3,SYNTHETIC
1101525,265530,1777915800.0,1777915800,1777916170,1,SYNTHETIC
1101563,176155,1777919400.0,1777919400,1777919359,1,SYNTHETIC
1101569,339280,1777919400.0,1777919400,1777919343,1,SYNTHETIC
1101574,375075,1777919400.0,1777919400,1777919883,1,SYNTHETIC
1101583,83415,1777919400.0,1777919400,1777919812,1,SYNTHETIC
1101589,161945,1777919400.0,1777919400,1777919516,1,SYNTHETIC
1101694,312610,1777923000.0,1777923000,1777922904,1,SYNTHETIC
1101698,64895,1777923000.0,1777923000,1777923105,1,SYNTHETIC
1101702,298590,1777923000.0,1777923000,1777923071,1,SYNTHETIC
1101707,206750,1777923000.0,1777923000,1777923433,2,SYNTHETIC
1101714,325840,1777923000.0,1777923000,1777923097,1,SYNTHETIC
1101720,377435,1777923000.0,1777923000,1777923392,2,SYNTHETIC
1101731,346450,1777923000.0,1777923000,1777922904,1,SYNTHETIC
1101771,377150,1777926600.0,1777926600,1777926842,2,SYNTHETIC
1101776,326950,1777926600.0,1777926600,1777926514,1,SYNTHETIC
1101781,250825,1777926600.0,1777926600,1777928316,3,SYNTHETIC
1101786,162660,1777926600.0,1777926600,1777926693,1,SYNTHETIC
1101792,206900,1777926600.0,1777926600,1777926606,1,SYNTHETIC
1101796,215710,1777926600.0,1777926600,1777926515,1,SYNTHETIC
1101800,335345,1777926600.0,1777926600,1777928058,3,SYNTHETIC
1101806,94405,1777926600.0,1777926600,1777926587,1,SYNTHETIC
1101812,213010,1777926600.0,1777926600,1777926562,1,SYNTHETIC
1101817,320405,1777926600.0,1777926600,1777926489,1,SYNTHETIC
1101822,244145,1777926600.0,1777926600,1777928157,2,SYNTHETIC
1101826,303935,1777926600.0,1777926600,1777927058,2,SYNTHETIC
1101830,334510,1777926600.0,1777926600,1777926913,2,SYNTHETIC
1101834,325310,1777926600.0,1777926600,1777926515,1,SYNTHETIC
1101840,81080,1777926600.0,1777926600,1777926683,1,SYNTHETIC
1101845,193235,1777926600.0,1777926600,1777926623,1,SYNTHETIC
1101850,6340,1777926600.0,1777926600,1777926613,1,SYNTHETIC
1101854,310220,1777926600.0,1777926600,1777928025,3,SYNTHETIC
1101859,268195,1777926600.0,1777926600,1777926617,1,SYNTHETIC
1101864,371635,1777926600.0,1777926600,1777927902,2,SYNTHETIC
1101870,369870,1777926600.0,1777926600,1777926570,1,SYNTHETIC
1101875,326780,1777926600.0,1777926600,1777926626,1,SYNTHETIC
1101881,338175,1777926600.0,1777926600,1777926584,1,SYNTHETIC
1101888,319075,1777926600.0,1777926600,1777926614,1,SYNTHETIC
1101927,160090,1777930200.0,1777930200,1777930124,1,SYNTHETIC
1101931,206955,1777930200.0,1777930200,1777930198,1,SYNTHETIC
1101938,320905,1777930200.0,1777930200,1777930414,1,SYNTHETIC
1101944,124205,1777930200.0,1777930200,1777930179,1,SYNTHETIC
1101950,359745,1777930200.0,1777930200,1777930309,1,SYNTHETIC
1101956,207820,1777930200.0,1777930200,1777930386,1,SYNTHETIC
1101960,309760,1777930200.0,1777930200,1777930119,1,SYNTHETIC
1101969,208030,1777930200.0,1777930200,1777930112,1,SYNTHETIC
1101977,2875,1777930200.0,1777930200,1777930643,2,SYNTHETIC
1101983,246145,1777930200.0,1777930200,1777930692,1,SYNTHETIC
1101990,279575,1777930200.0,1777930200,1777930170,1,SYNTHETIC
1102064,193420,1777933800.0,1777933800,1777933856,1,SYNTHETIC
1102070,377025,1777933800.0,1777933800,1777933829,1,SYNTHETIC
1102075,273925,1777933800.0,1777933800,1777934242,1,SYNTHETIC
1102084,328465,1777933800.0,1777933800,1777933905,1,SYNTHETIC
1102092,3005,1777933800.0,1777933800,1777933818,1,SYNTHETIC
1102099,343110,1777933800.0,1777933800,1777934020,2,SYNTHETIC
1102109,161155,1777933800.0,1777933800,1777933981,2,SYNTHETIC
1102148,299800,1777937400.0,1777937400,1777937457,1,SYNTHETIC
1102154,185025,1777937400.0,1777937400,1777937400,1,SYNTHETIC
1102159,370450,1777937400.0,1777937400,1777937692,2,SYNTHETIC
1102165,349575,1777937400.0,1777937400,1777937403,1,SYNTHETIC
1102171,215460,1777937400.0,1777937400,1777937471,1,SYNTHETIC
1102177,216395,1777937400.0,1777937400,1777937879,1,SYNTHETIC
1102184,187125,1777937400.0,1777937400,1777937986,2,SYNTHETIC
1102191,116290,1777937400.0,1777937400,1777937362,1,SYNTHETIC
1102198,184815,1777937400.0,1777937400,1777937995,2,SYNTHETIC
1102275,3125,1777954200.0,1777954200,1777954108,1,SYNTHETIC
1102288,300365,1777958580.0,1777958580,1777959032,2,SYNTHETIC
1102299,86415,1777961940.0,1777961940,1777963202,4,SYNTHETIC
1102308,306050,1777962180.0,1777962180,1777962160,1,SYNTHETIC
1102323,377380,1777970280.0,1777970280,1777970258,1,SYNTHETIC
1102335,77480,1777966980.0,1777966980,1777967018,1,SYNTHETIC
1102347,77115,1777972260.0,1777972260,1777972754,1,SYNTHETIC
1102350,331730,1777972920.0,1777972920,1777973393,2,SYNTHETIC
1102354,320495,1777972380.0,1777972380,1777972375,1,SYNTHETIC
1102358,322885,1777972440.0,1777972440,1777972921,1,SYNTHETIC
1102362,102880,1777972380.0,1777972380,1777972391,1,SYNTHETIC
1102365,276800,1777972560.0,1777972560,1777972499,1,SYNTHETIC
1102370,270765,1777971480.0,1777971480,1777971596,1,SYNTHETIC
1102375,335530,1777971840.0,1777971840,1777971778,1,SYNTHETIC
1102381,164195,1777972320.0,1777972320,1777972238,1,SYNTHETIC
1102386,330815,1777969320.0,1777969320,1777969342,1,SYNTHETIC
1102391,207620,1777970160.0,1777970160,1777970236,1,SYNTHETIC
1102397,321700,1777972560.0,1777972560,1777972636,1,SYNTHETIC
1102404,352155,1777971240.0,1777971240,1777971727,1,SYNTHETIC
1102411,243450,1777969980.0,1777969980,1777970019,1,SYNTHETIC
1102417,348285,1777969920.0,1777969920,1777969961,1,SYNTHETIC
1102424,360155,1777972320.0,1777972320,1777972202,1,SYNTHETIC
1102430,349045,1777971840.0,1777971840,1777971761,1,SYNTHETIC
1102435,338325,1777967400.0,1777967400,1777967382,1,SYNTHETIC
1102443,193250,1777971180.0,1777971180,1777972330,3,SYNTHETIC
1102453,162480,1777944600.0,1777944600,1777946242,2,SYNTHETIC
1102524,278540,1777975200.0,1777975200,1777976600,3,SYNTHETIC
1102527,338925,1777976040.0,1777976040,1777976133,1,SYNTHETIC
1102533,276225,1777975560.0,1777975560,1777975558,1,SYNTHETIC
1102538,110220,1777975500.0,1777975500,1777975518,1,SYNTHETIC
1102542,207520,1777974420.0,1777974420,1777974519,1,SYNTHETIC
1102547,264535,1777975500.0,1777975500,1777975474,1,SYNTHETIC
1102552,103175,1777975200.0,1777975200,1777975265,1,SYNTHETIC
1102555,276735,1777975620.0,1777975620,1777975719,1,SYNTHETIC
1102559,368840,1777973940.0,1777973940,1777974297,1,SYNTHETIC
1102565,151440,1777973520.0,1777973520,1777973447,1,SYNTHETIC
1102570,150000,1777972920.0,1777972920,1777972887,1,SYNTHETIC
1102575,206885,1777975920.0,1777975920,1777975973,1,SYNTHETIC
1102579,162290,1777974300.0,1777974300,1777974714,1,SYNTHETIC
1102584,207690,1777976220.0,1777976220,1777976720,2,SYNTHETIC
1102588,348100,1777973700.0,1777973700,1777973618,1,SYNTHETIC
1102593,207590,1777974180.0,1777974180,1777974096,1,SYNTHETIC
1102599,381445,1777976520.0,1777976520,1777976417,1,SYNTHETIC
1102605,2820,1777974300.0,1777974300,1777974486,1,SYNTHETIC
1102610,207815,1777972500.0,1777972500,1777972506,1,SYNTHETIC
1102614,176075,1777974720.0,1777974720,1777975608,3,SYNTHETIC
1102619,292315,1777974900.0,1777974900,1777974947,1,SYNTHETIC
1102625,325670,1777973580.0,1777973580,1777973931,1,SYNTHETIC
1102632,342280,1777973400.0,1777973400,1777973819,2,SYNTHETIC
1102638,324220,1777974780.0,1777974780,1777974688,1,SYNTHETIC
1102644,83440,1777972500.0,1777972500,1777972585,1,SYNTHETIC
1102650,241735,1777972200.0,1777972200,1777972217,1,SYNTHETIC
1102654,343360,1777973400.0,1777973400,1777973844,2,SYNTHETIC
1102660,356980,1777975680.0,1777975680,1777976240,1,SYNTHETIC
1102665,200820,1777976760.0,1777976760,1777976859,1,SYNTHETIC
1102669,53815,1777978740.0,1777978740,1777978835,1,SYNTHETIC
1102674,304815,1777980540.0,1777980540,1777980479,1,SYNTHETIC
1102680,320905,1777977600.0,1777977600,1777978050,1,SYNTHETIC
1102686,113285,1777979040.0,1777979040,1777979291,2,SYNTHETIC
1102689,318365,1777978080.0,1777978080,1777978186,1,SYNTHETIC
1102694,329550,1777979760.0,1777979760,1777979667,1,SYNTHETIC
1102699,241935,1777976520.0,1777976520,1777976621,1,SYNTHETIC
1102705,207600,1777979340.0,1777979340,1777979366,1,SYNTHETIC
1102710,138495,1777978740.0,1777978740,1777978782,1,SYNTHETIC
1102717,145890,1777978080.0,1777978080,1777978149,1,SYNTHETIC
1102725,262725,1777977300.0,1777977300,1777977394,1,SYNTHETIC
1102734,2860,1777977000.0,1777977000,1777976895,1,SYNTHETIC
1102742,243665,1777977120.0,1777977120,1777977477,2,SYNTHETIC
1102749,139125,1777981740.0,1777981740,1777981824,1,SYNTHETIC
1102754,270710,1777982280.0,1777982280,1777982323,1,SYNTHETIC
1102760,284350,1777982760.0,1777982760,1777982684,1,SYNTHETIC
1102767,388545,1777981260.0,1777981260,1777981199,1,SYNTHETIC
1102779,2200,1777981500.0,1777981500,1777981452,1,SYNTHETIC
1102786,207905,1777982940.0,1777982940,1777982860,1,SYNTHETIC
1102795,278390,1777987080.0,1777987080,1777987009,1,SYNTHETIC
1102801,135105,1777987200.0,1777987200,1777987190,1,SYNTHETIC
1102809,88580,1777985340.0,1777985340,1777985258,1,SYNTHETIC
1102816,94995,1777985280.0,1777985280,1777985704,1,SYNTHETIC
1102825,216395,1777984800.0,1777984800,1777984915,1,SYNTHETIC
1102837,246725,1777983300.0,1777983300,1777983229,1,SYNTHETIC
1102846,136280,1777986780.0,1777986780,1777986828,1,SYNTHETIC
1102856,250015,1777986900.0,1777986900,1777987145,2,SYNTHETIC
1102864,91115,1777988220.0,1777988220,1777988756,2,SYNTHETIC
1102882,321795,1778007780.0,1778007780,1778007806,1,SYNTHETIC
1102894,134165,1778014980.0,1778014980,1778014862,1,SYNTHETIC
1103036,134165,1777966200.0,1777966200,1777966209,1,SYNTHETIC
1103447,335800,1777991400.0,1777991400,1777991976,1,SYNTHETIC
1103522,185685,1777995000.0,1777995000,1777996245,4,SYNTHETIC
1103532,357015,1777995000.0,1777995000,1777994906,1,SYNTHETIC
1103611,303985,1777998600.0,1777998600,1777998794,1,SYNTHETIC
1103616,252155,1777998600.0,1777998600,1777998576,1,SYNTHETIC
1103625,207795,1777998600.0,1777998600,1777998595,1,SYNTHETIC
1103634,139010,1777998600.0,1777998600,1777998622,1,SYNTHETIC
1103641,128170,1777998600.0,1777998600,1777999474,2,SYNTHETIC
1103715,311310,1778002200.0,1778002200,1778002084,1,SYNTHETIC
1103722,39410,1778002200.0,1778002200,1778002287,1,SYNTHETIC
1103726,237360,1778002200.0,1778002200,1778002213,1,SYNTHETIC
1103733,274920,1778002200.0,1778002200,1778003934,2,SYNTHETIC
1103740,164070,1778002200.0,1778002200,1778002188,1,SYNTHETIC
1103749,201995,1778002200.0,1778002200,1778002292,1,SYNTHETIC
1103755,353160,1778002200.0,1778002200,1778002262,1,SYNTHETIC
1103793,299605,1778005800.0,1778005800,1778005784,1,SYNTHETIC
1103799,101000,1778005800.0,1778005800,1778005915,1,SYNTHETIC
1103805,383110,1778005800.0,1778005800,1778005874,1,SYNTHETIC
1103815,161080,1778005800.0,1778005800,1778005728,1,SYNTHETIC
1103824,207690,1778005800.0,1778005800,1778005738,1,SYNTHETIC
1103831,246955,1778005800.0,1778005800,1778006272,1,SYNTHETIC
1103869,309765,1778009400.0,1778009400,1778009283,1,SYNTHETIC
1103876,325585,1778009400.0,1778009400,1778009803,2,SYNTHETIC
1103884,147260,1778009400.0,1778009400,1778009473,1,SYNTHETIC
1103890,352790,1778009400.0,1778009400,1778009436,1,SYNTHETIC
1103897,243435,1778009400.0,1778009400,1778009466,1,SYNTHETIC
1103907,1870,1778009400.0,1778009400,1778009755,2,SYNTHETIC
1103913,307250,1778009400.0,1778009400,1778009305,1,SYNTHETIC
1103951,320080,1778013000.0,1778013000,1778012992,1,SYNTHETIC
1103955,316395,1778013000.0,1778013000,1778013428,2,SYNTHETIC
1103960,197695,1778013000.0,1778013000,1778012957,1,SYNTHETIC
1103966,315595,1778013000.0,1778013000,1778012900,1,SYNTHETIC
1103971,35130,1778013000.0,1778013000,1778013054,1,SYNTHETIC
1103976,320760,1778013000.0,1778013000,1778013005,1,SYNTHETIC
1103981,207805,1778013000.0,1778013000,1778013095,1,SYNTHETIC
1103986,320645,1778013000.0,1778013000,1778013081,1,SYNTHETIC
1103991,302875,1778013000.0,1778013000,1778013048,1,SYNTHETIC
1103996,151440,1778013000.0,1778013000,1778012949,1,SYNTHETIC
1104001,5730,1778013000.0,1778013000,1778014234,3,SYNTHETIC
1104006,125280,1778013000.0,1778013000,1778012901,1,SYNTHETIC
1104011,292315,1778013000.0,1778013000,1778012963,1,SYNTHETIC
1104016,309850,1778013000.0,1778013000,1778014625,2,SYNTHETIC
1104021,319255,1778013000.0,1778013000,1778013085,1,SYNTHETIC
1104027,125360,1778013000.0,1778013000,1778012892,1,SYNTHETIC
1104034,259345,1778013000.0,1778013000,1778013589,1,SYNTHETIC
1104041,121130,1778013000.0,1778013000,1778013764,4,SYNTHETIC
1104046,338175,1778013000.0,1778013000,1778012999,1,SYNTHETIC
1104052,324965,1778013000.0,1778013000,1778012965,1,SYNTHETIC
1104058,381950,1778013000.0,1778013000,1778013950,3,SYNTHETIC
1104099,37920,1778016600.0,1778016600,1778016649,1,SYNTHETIC
1104103,352460,1778016600.0,1778016600,1778017117,1,SYNTHETIC
1104110,33385,1778016600.0,1778016600,1778017097,1,SYNTHETIC
1104115,166020,1778016600.0,1778016600,1778016655,1,SYNTHETIC
1104120,156015,1778016600.0,1778016600,1778016509,1,SYNTHETIC
1104126,298705,1778016600.0,1778016600,1778016565,1,SYNTHETIC
1104130,333025,1778016600.0,1778016600,1778016489,1,SYNTHETIC
1104139,263535,1778016600.0,1778016600,1778016581,1,SYNTHETIC
1104146,149175,1778016600.0,1778016600,1778016600,1,SYNTHETIC
1104154,173375,1778016600.0,1778016600,1778017129,2,SYNTHETIC
1104161,205295,1778016600.0,1778016600,1778017051,1,SYNTHETIC
1104169,164685,1778016600.0,1778016600,1778016631,1,SYNTHETIC
1104174,145890,1778016600.0,1778016600,1778017142,2,SYNTHETIC
1104181,162455,1778016600.0,1778016600,1778017636,4,SYNTHETIC
1104218,3110,1778020200.0,1778020200,1778020262,1,SYNTHETIC
1104225,283810,1778020200.0,1778020200,1778020133,1,SYNTHETIC
1104233,2200,1778020200.0,1778020200,1778020298,1,SYNTHETIC
1104240,111990,1778020200.0,1778020200,1778020295,1,SYNTHETIC
1104248,245215,1778020200.0,1778020200,1778020081,1,SYNTHETIC
1104255,85270,1778020200.0,1778020200,1778020316,1,SYNTHETIC
1104262,244615,1778020200.0,1778020200,1778021428,4,SYNTHETIC
1104300,312495,1778023800.0,1778023800,1778024291,2,SYNTHETIC
1104305,243590,1778023800.0,1778023800,1778023738,1,SYNTHETIC
1104310,215715,1778023800.0,1778023800,1778023779,1,SYNTHETIC
1104319,135005,1778023800.0,1778023800,1778024971,3,SYNTHETIC
1104326,312395,1778023800.0,1778023800,1778023782,1,SYNTHETIC
1104333,368885,1778023800.0,1778023800,1778023762,1,SYNTHETIC
1104341,116300,1778023800.0,1778023800,1778023700,1,SYNTHETIC
1104349,254660,1778023800.0,1778023800,1778023843,1,SYNTHETIC
1104356,152215,1778023800.0,1778023800,1778023698,1,SYNTHETIC
1104364,61305,1778023800.0,1778023800,1778023785,1,SYNTHETIC
1104405,116435,1778027400.0,1778027400,1778027842,2,SYNTHETIC
1104617,196535,1778043480.0,1778043480,1778044996,4,SYNTHETIC
1104629,139580,1778048340.0,1778048340,1778048872,1,SYNTHETIC
1104640,339980,1778049060.0,1778049060,1778049141,1,SYNTHETIC
1104651,327070,1778051880.0,1778051880,1778052418,1,SYNTHETIC
1104663,149075,1778053560.0,1778053560,1778053563,1,SYNTHETIC
1104673,324350,1778058180.0,1778058180,1778058170,1,SYNTHETIC
1104678,3005,1778058480.0,1778058480,1778058430,1,SYNTHETIC
1104681,367725,1778059560.0,1778059560,1778059512,1,SYNTHETIC
1104685,332535,1778058780.0,1778058780,1778058806,1,SYNTHETIC
1104689,250160,1778058060.0,1778058060,1778058168,1,SYNTHETIC
1104693,324405,1778057280.0,1778057280,1778058420,3,SYNTHETIC
1104699,185015,1778057640.0,1778057640,1778057561,1,SYNTHETIC
1104703,164195,1778058720.0,1778058720,1778058822,1,SYNTHETIC
1104708,330815,1778056200.0,1778056200,1778056281,1,SYNTHETIC
1104713,320825,1778055540.0,1778055540,1778055628,1,SYNTHETIC
1104719,318380,1778057760.0,1778057760,1778059063,3,SYNTHETIC
1104725,352155,1778057640.0,1778057640,1778057638,1,SYNTHETIC
1104731,339770,1778057100.0,1778057100,1778057896,3,SYNTHETIC
